ZoneNumber,Commodity,TargetFloorspace,Tolerance,region,type,confidence
2286,FLR AT,231518.6,138911.16,OR-Small Cities,RES-AT,60%
2287,FLR AT,20158.03558,12094.82135,OR-Small Cities,RES-AT,60%
2288,FLR AT,188960.65,113376.39,OR-Small Cities,RES-AT,60%
2300,FLR AT,67546.91734,40528.1504,OR-Small Cities,RES-AT,60%
2301,FLR AT,29709.13751,17825.48251,OR-Small Cities,RES-AT,60%
2304,FLR AT,194866.4005,116919.8403,OR-Small Cities,RES-AT,60%
2305,FLR AT,286669.45,172001.67,OR-Small Cities,RES-AT,60%
2311,FLR AT,48596.61854,29157.97112,OR-Small Cities,RES-AT,60%
2315,FLR AT,0,1000,NonMPO,RES-AT,60%
2317,FLR AT,7984.984057,4790.990434,OR-Small Cities,RES-AT,60%
2319,FLR AT,282819.62,169691.772,OR-Small Cities,RES-AT,60%
2324,FLR AT,367.3515429,1000,OR-Small Cities,RES-AT,60%
2326,FLR AT,334029.3397,200417.6038,OR-Small Cities,RES-AT,60%
2330,FLR AT,2557.75,1534.65,OR-Small Cities,RES-AT,60%
2333,FLR AT,94974.54,56984.724,OR-Small Cities,RES-AT,60%
2334,FLR AT,63087.61,37852.566,OR-Small Cities,RES-AT,60%
2337,FLR AT,27259.4433,16355.66598,OR-Small Cities,RES-AT,60%
2342,FLR AT,10218.44464,6131.066782,OR-Small Cities,RES-AT,60%
2343,FLR AT,137267.08,82360.248,OR-Small Cities,RES-AT,60%
2344,FLR AT,279295.6795,167577.4077,OR-Small Cities,RES-AT,60%
2353,FLR AT,9090.78,5454.468,OR-Small Cities,RES-AT,60%
2355,FLR AT,0,1000,OR-Small Cities,RES-AT,60%
2362,FLR AT,372.1622463,1000,Corvallis,RES-AT,50%
2366,FLR AT,366872.8113,183436.4056,Corvallis,RES-AT,50%
2367,FLR AT,122.7945394,1000,NonMPO,RES-AT,60%
2370,FLR AT,771559.0368,385779.5184,Corvallis,RES-AT,50%
2374,FLR AT,391416.1974,195708.0987,Corvallis,RES-AT,50%
2376,FLR AT,258885.71,129442.855,Corvallis,RES-AT,50%
2383,FLR AT,118919.0342,59459.51709,Corvallis,RES-AT,50%
2412,FLR AT,23532.34275,14119.40565,OR-Small Cities,RES-AT,60%
2420,FLR AT,736258.3439,441755.0064,OR-Small Cities,RES-AT,60%
2426,FLR AT,683666.2369,410199.7421,OR-Small Cities,RES-AT,60%
2431,FLR AT,1024337.09,614602.254,OR-Small Cities,RES-AT,60%
2455,FLR AT,4885.622134,2931.37328,OR-Small Cities,RES-AT,60%
2456,FLR AT,44268.58056,26561.14834,OR-Small Cities,RES-AT,60%
2461,FLR AT,68052.23291,40831.33975,OR-Small Cities,RES-AT,60%
2462,FLR AT,330872.1437,198523.2862,OR-Small Cities,RES-AT,60%
2465,FLR AT,327658.4004,196595.0402,OR-Small Cities,RES-AT,60%
2475,FLR AT,10908.65593,6545.193559,OR-Small Cities,RES-AT,60%
2487,FLR AT,67820.63617,40692.3817,OR-Small Cities,RES-AT,60%
2489,FLR AT,25007.97832,15004.78699,OR-Small Cities,RES-AT,60%
2497,FLR AT,21486.34088,12891.80453,OR-Small Cities,RES-AT,60%
2498,FLR AT,52882.1,31729.26,OR-Small Cities,RES-AT,60%
2502,FLR AT,117117.6442,70270.58651,OR-Small Cities,RES-AT,60%
2509,FLR AT,0,1000,NonMPO,RES-AT,60%
2512,FLR AT,0,1000,NonMPO,RES-AT,60%
2514,FLR AT,120749.2482,72449.54894,OR-Small Cities,RES-AT,60%
2524,FLR AT,0,1000,OR-Small Cities,RES-AT,60%
2528,FLR AT,0,1000,NonMPO,RES-AT,60%
2531,FLR AT,0,1000,NonMPO,RES-AT,60%
2532,FLR AT,0,1000,NonMPO,RES-AT,60%
2533,FLR AT,0,1000,NonMPO,RES-AT,60%
2534,FLR AT,0,1000,OR-Small Cities,RES-AT,60%
2537,FLR AT,78571.24,47142.744,OR-Small Cities,RES-AT,60%
2544,FLR AT,33717.66636,20230.59982,OR-Small Cities,RES-AT,60%
2548,FLR AT,0,1000,OR-Small Cities,RES-AT,60%
2550,FLR AT,387989.45,232793.67,OR-Small Cities,RES-AT,60%
2556,FLR AT,13764.59,8258.754,OR-Small Cities,RES-AT,60%
2558,FLR AT,385575.4178,231345.2507,OR-Small Cities,RES-AT,60%
2565,FLR AT,0,1000,NonMPO,RES-AT,60%
2566,FLR AT,0,1000,NonMPO,RES-AT,60%
2568,FLR AT,475.75,1000,OR-Small Cities,RES-AT,60%
2569,FLR AT,886.7493901,1000,OR-Small Cities,RES-AT,60%
2573,FLR AT,87012.17,52207.302,OR-Small Cities,RES-AT,60%
2578,FLR AT,1138.96,1000,OR-Small Cities,RES-AT,60%
2579,FLR AT,268747.35,161248.41,OR-Small Cities,RES-AT,60%
2582,FLR AT,0,1000,OR-Small Cities,RES-AT,60%
2584,FLR AT,82169.79,49301.874,OR-Small Cities,RES-AT,60%
2589,FLR AT,75734.11947,45440.47168,OR-Small Cities,RES-AT,60%
2598,FLR AT,0,1000,OR-Small Cities,RES-AT,60%
2599,FLR AT,0,1000,NonMPO,RES-AT,60%
2601,FLR AT,127096.9279,76258.15676,OR-Small Cities,RES-AT,60%
2603,FLR AT,220031.22,132018.732,OR-Small Cities,RES-AT,60%
2605,FLR AT,74522.93081,44713.75849,OR-Small Cities,RES-AT,60%
2613,FLR AT,273784.7958,164270.8775,OR-Small Cities,RES-AT,60%
2616,FLR AT,0,1000,NonMPO,RES-AT,60%
2617,FLR AT,0,1000,NonMPO,RES-AT,60%
2618,FLR AT,26360.65486,15816.39292,OR-Small Cities,RES-AT,60%
2620,FLR AT,60249.99993,36149.99996,OR-Small Cities,RES-AT,60%
2623,FLR AT,440904.6625,264542.7975,OR-Small Cities,RES-AT,60%
2638,FLR AT,399910.2203,239946.1322,OR-Small Cities,RES-AT,60%
2654,FLR AT,67432.15827,40459.29496,OR-Small Cities,RES-AT,60%
2658,FLR AT,54246.2068,32547.72408,OR-Small Cities,RES-AT,60%
2662,FLR AT,66881.06505,40128.63903,OR-Small Cities,RES-AT,60%
2664,FLR AT,0,1000,NonMPO,RES-AT,60%
2666,FLR AT,0,1000,NonMPO,RES-AT,60%
2670,FLR AT,0,1000,NonMPO,RES-AT,60%
2671,FLR AT,0,1000,NonMPO,RES-AT,60%
2672,FLR AT,0,1000,NonMPO,RES-AT,60%
2678,FLR AT,266803.8551,160082.3131,OR-Small Cities,RES-AT,60%
2679,FLR AT,829053.9746,497432.3848,OR-Small Cities,RES-AT,60%
2683,FLR AT,1023650.6,614190.36,OR-Small Cities,RES-AT,60%
2692,FLR AT,837174.18,502304.508,OR-Small Cities,RES-AT,60%
2696,FLR AT,80666.45,48399.87,OR-Small Cities,RES-AT,60%
2699,FLR AT,36044.47947,21626.68768,OR-Small Cities,RES-AT,60%
2711,FLR AT,1403.73,1000,OR-Small Cities,RES-AT,60%
2712,FLR AT,154443.4519,92666.07114,OR-Small Cities,RES-AT,60%
2721,FLR AT,4735.164516,2841.09871,OR-Small Cities,RES-AT,60%
2722,FLR AT,10921.91516,6553.149094,NonMPO,RES-AT,60%
2724,FLR AT,23755.4682,14253.28092,OR-Small Cities,RES-AT,60%
2726,FLR AT,62643.49,37586.094,OR-Small Cities,RES-AT,60%
2727,FLR AT,539.0190159,1000,NonMPO,RES-AT,60%
2732,FLR AT,0,1000,NonMPO,RES-AT,60%
2733,FLR AT,18782.85,11269.71,OR-Small Cities,RES-AT,60%
2735,FLR AT,9124.148075,5474.488845,NonMPO,RES-AT,60%
2740,FLR AT,67761.78,40657.068,OR-Small Cities,RES-AT,60%
2742,FLR AT,139672.61,83803.566,OR-Small Cities,RES-AT,60%
2756,FLR AT,440431.0611,220215.5305,RogueValley,RES-AT,50%
2759,FLR AT,0,1000,NonMPO,RES-AT,60%
2767,FLR AT,394065.15,197032.575,RogueValley,RES-AT,50%
2772,FLR AT,263028.5205,131514.2603,RogueValley,RES-AT,50%
2779,FLR AT,2184.142177,1310.485306,OR-Small Cities,RES-AT,60%
2782,FLR AT,13498.85862,8099.315172,OR-Small Cities,RES-AT,60%
2783,FLR AT,0,1000,NonMPO,RES-AT,60%
2784,FLR AT,87160.59653,52296.35792,OR-Small Cities,RES-AT,60%
2787,FLR AT,289869.021,173921.4126,OR-Small Cities,RES-AT,60%
2800,FLR AT,158353.7367,95012.24201,OR-Small Cities,RES-AT,60%
2807,FLR AT,196791.3142,118074.7885,OR-Small Cities,RES-AT,60%
2817,FLR AT,76705.87537,46023.52522,OR-Small Cities,RES-AT,60%
2821,FLR AT,10823.04,6493.824,OR-Small Cities,RES-AT,60%
2822,FLR AT,15744.98323,9446.989938,OR-Small Cities,RES-AT,60%
2823,FLR AT,33465.14,20079.084,OR-Small Cities,RES-AT,60%
2824,FLR AT,29056.85,17434.11,NonMPO,RES-AT,60%
2825,FLR AT,8138.2,4882.92,OR-Small Cities,RES-AT,60%
2826,FLR AT,32790.77,19674.462,OR-Small Cities,RES-AT,60%
2827,FLR AT,111333.54,66800.124,OR-Small Cities,RES-AT,60%
2828,FLR AT,36516.71,21910.026,OR-Small Cities,RES-AT,60%
2829,FLR AT,26899.07,16139.442,NonMPO,RES-AT,60%
2830,FLR AT,38196.2,22917.72,OR-Small Cities,RES-AT,60%
2831,FLR AT,373330.2951,223998.177,OR-Small Cities,RES-AT,60%
2836,FLR AT,577.48,1000,Deschutes-Rural,RES-AT,50%
2837,FLR AT,48001.81,28801.086,OR-Small Cities,RES-AT,60%
2839,FLR AT,0,1000,NonMPO,RES-AT,60%
2841,FLR AT,0,1000,OR-Small Cities,RES-AT,60%
2842,FLR AT,0,1000,OR-Small Cities,RES-AT,60%
2843,FLR AT,0,1000,NonMPO,RES-AT,60%
2846,FLR AT,42397.86887,25438.72132,OR-Small Cities,RES-AT,60%
2847,FLR AT,305312.2625,183187.3575,OR-Small Cities,RES-AT,60%
2848,FLR AT,130298.6827,78179.20959,OR-Small Cities,RES-AT,60%
2857,FLR AT,0,1000,OR-Small Cities,RES-AT,60%
2859,FLR AT,0,1000,NonMPO,RES-AT,60%
2860,FLR AT,0,1000,Deschutes-Rural,RES-AT,50%
2861,FLR AT,721.1,1000,Deschutes-Rural,RES-AT,50%
2863,FLR AT,35501.63524,21300.98114,OR-Small Cities,RES-AT,60%
2866,FLR AT,637062.0971,318531.0486,Redmond,RES-AT,50%
2872,FLR AT,633301.1425,316650.5713,Redmond,RES-AT,50%
2878,FLR AT,27859.46396,13929.73198,Deschutes-Rural,RES-AT,50%
2879,FLR AT,0,1000,Deschutes-Rural,RES-AT,50%
2884,FLR AT,42418.62,25451.172,NonMPO,RES-AT,60%
2889,FLR AT,18856.01145,9428.005725,Deschutes-Rural,RES-AT,50%
2894,FLR AT,0,1000,NonMPO,RES-AT,60%
2895,FLR AT,0,1000,NonMPO,RES-AT,60%
2896,FLR AT,76041.16,45624.696,OR-Small Cities,RES-AT,60%
2897,FLR AT,0,1000,NonMPO,RES-AT,60%
2898,FLR AT,0,1000,NonMPO,RES-AT,60%
2899,FLR AT,65847.6549,39508.59294,OR-Small Cities,RES-AT,60%
2900,FLR AT,75775.27,45465.162,OR-Small Cities,RES-AT,60%
2901,FLR AT,264927.4052,158956.4431,OR-Small Cities,RES-AT,60%
2906,FLR AT,80107.95748,48064.77449,OR-Small Cities,RES-AT,60%
2908,FLR AT,220258.3318,132154.9991,OR-Small Cities,RES-AT,60%
2911,FLR AT,1648931.151,989358.6907,OR-Small Cities,RES-AT,60%
2955,FLR AT,11770.65,7062.39,NonMPO,RES-AT,60%
2956,FLR AT,23181.59,13908.954,NonMPO,RES-AT,60%
2957,FLR AT,20425.83,12255.498,OR-Small Cities,RES-AT,60%
2958,FLR AT,12071.77,7243.062,NonMPO,RES-AT,60%
2959,FLR AT,11988.05,7192.83,OR-Small Cities,RES-AT,60%
2960,FLR AT,116569.82,69941.892,OR-Small Cities,RES-AT,60%
2964,FLR AT,0,1000,Bend-North,RES-AT,50%
2968,FLR AT,40885.69899,20442.8495,Bend-South,RES-AT,50%
2970,FLR AT,0,1000,Deschutes-Rural,RES-AT,50%
2971,FLR AT,0,1000,Deschutes-Rural,RES-AT,50%
2972,FLR AT,59316.69572,29658.34786,Bend-North,RES-AT,50%
2974,FLR AT,1091245.61,545622.8049,Bend-North,RES-AT,50%
2981,FLR AT,279432.5,139716.25,Bend-Central,RES-AT,50%
2984,FLR AT,667384.4095,333692.2047,Bend-South,RES-AT,50%
2987,FLR AT,922745.59,461372.795,Bend-South,RES-AT,50%
2988,FLR AT,147386.7497,73693.37483,Bend-South,RES-AT,50%
3012,FLR AT,85823.74025,51494.24415,OR-Small Cities,RES-AT,60%
3015,FLR AT,5243.64,3146.184,OR-Small Cities,RES-AT,60%
3017,FLR AT,13368.45,8021.07,OR-Small Cities,RES-AT,60%
3020,FLR AT,3655.72,2193.432,OR-Small Cities,RES-AT,60%
3022,FLR AT,8550.388478,5130.233087,OR-Small Cities,RES-AT,60%
3025,FLR AT,176694.7533,106016.852,OR-Small Cities,RES-AT,60%
3027,FLR AT,192969.2511,115781.5507,OR-Small Cities,RES-AT,60%
3032,FLR AT,64587.47038,38752.48223,OR-Small Cities,RES-AT,60%
3040,FLR AT,0,1000,OR-Small Cities,RES-AT,60%
3042,FLR AT,0,1000,OR-Small Cities,RES-AT,60%
3043,FLR AT,0,1000,OR-Small Cities,RES-AT,60%
3044,FLR AT,238939.98,143363.988,OR-Small Cities,RES-AT,60%
3054,FLR AT,4661.683825,2797.010295,OR-Small Cities,RES-AT,60%
3056,FLR AT,431425.7983,258855.479,OR-Small Cities,RES-AT,60%
3062,FLR AT,1386.67,1000,OR-Small Cities,RES-AT,60%
3072,FLR AT,0,1000,OR-Small Cities,RES-AT,60%
3073,FLR AT,0,1000,OR-Small Cities,RES-AT,60%
3074,FLR AT,0,1000,OR-Small Cities,RES-AT,60%
3077,FLR AT,0,1000,OR-Small Cities,RES-AT,60%
3081,FLR AT,0,1000,OR-Small Cities,RES-AT,60%
3082,FLR AT,0,1000,OR-Small Cities,RES-AT,60%
3083,FLR AT,0,1000,OR-Small Cities,RES-AT,60%
3087,FLR AT,461622.0831,276973.2498,OR-Small Cities,RES-AT,60%
3092,FLR AT,0,1000,OR-Small Cities,RES-AT,60%
3106,FLR AT,17205.66023,10323.39614,OR-Small Cities,RES-AT,60%
3108,FLR AT,144673.0286,86803.81714,OR-Small Cities,RES-AT,60%
3111,FLR AT,18867.95,11320.77,OR-Small Cities,RES-AT,60%
3112,FLR AT,39465.29552,23679.17731,OR-Small Cities,RES-AT,60%
3117,FLR AT,10147.25,6088.35,OR-Small Cities,RES-AT,60%
3118,FLR AT,6718.8,4031.28,OR-Small Cities,RES-AT,60%
3119,FLR AT,68488,41092.8,OR-Small Cities,RES-AT,60%
3120,FLR AT,119266,71559.6,OR-Small Cities,RES-AT,60%
3121,FLR AT,69221.12,41532.672,OR-Small Cities,RES-AT,60%
3126,FLR AT,0,1000,OR-Small Cities,RES-AT,60%
3128,FLR AT,275287.3466,165172.408,OR-Small Cities,RES-AT,60%
3131,FLR AT,0,1000,OR-Small Cities,RES-AT,60%
3133,FLR AT,0,1000,OR-Small Cities,RES-AT,60%
3139,FLR AT,0,1000,OR-Small Cities,RES-AT,60%
3140,FLR AT,96490.06,57894.036,OR-Small Cities,RES-AT,60%
3141,FLR AT,79747.153,47848.2918,OR-Small Cities,RES-AT,60%
3147,FLR AT,0,1000,NonMPO,RES-AT,60%
3149,FLR AT,0,1000,NonMPO,RES-AT,60%
3150,FLR AT,7283.59,4370.154,NonMPO,RES-AT,60%
3151,FLR AT,0,1000,NonMPO,RES-AT,60%
3153,FLR AT,0,1000,NonMPO,RES-AT,60%
3157,FLR AT,441522.7358,264913.6415,OR-Small Cities,RES-AT,60%
3171,FLR AT,0,1000,OR-Small Cities,RES-AT,60%
3172,FLR AT,71191.3335,42714.8001,OR-Small Cities,RES-AT,60%
3177,FLR AT,127550.6616,76530.39696,OR-Small Cities,RES-AT,60%
3181,FLR AT,14035.13302,8421.079812,OR-Small Cities,RES-AT,60%
3183,FLR AT,0,1000,NonMPO,RES-AT,60%
3184,FLR AT,1557.15,1000,OR-Small Cities,RES-AT,60%
3185,FLR AT,4048.4,2429.04,OR-Small Cities,RES-AT,60%
4001,FLR AT,26578.96,18605.272,OOO,RES-AT,70%
4002,FLR AT,172759.53,103655.718,Halo-Small Cities,RES-AT,60%
4003,FLR AT,63384.64,38030.784,Halo-Small Cities,RES-AT,60%
4004,FLR AT,125865.28,75519.168,Halo-Small Cities,RES-AT,60%
4005,FLR AT,95645,57387,Halo-Small Cities,RES-AT,60%
4006,FLR AT,242837.72,145702.632,Halo-Small Cities,RES-AT,60%
4007,FLR AT,819773.12,491863.872,Halo-Small Cities,RES-AT,60%
4008,FLR AT,166212.75,99727.65,Halo-Small Cities,RES-AT,60%
4009,FLR AT,435546.42,261327.852,Halo-Small Cities,RES-AT,60%
4010,FLR AT,383.1777858,1000,Halo-Small Cities,RES-AT,60%
4011,FLR AT,464.8935073,1000,OOO,RES-AT,70%
4012,FLR AT,664861.58,465403.106,OOO,RES-AT,70%
4013,FLR AT,146800.31,102760.217,OOO,RES-AT,70%
4014,FLR AT,768504.75,461102.85,Halo-Small Cities,RES-AT,60%
4015,FLR AT,1774673.69,1064804.214,Halo-Small Cities,RES-AT,60%
4016,FLR AT,4393401.71,2636041.026,Halo-Urban,RES-AT,60%
4017,FLR AT,1057044.66,634226.796,Halo-Small Cities,RES-AT,60%
4018,FLR AT,45386.74,31770.718,OOO,RES-AT,70%
4019,FLR AT,375993.28,263195.296,OOO,RES-AT,70%
4021,FLR AT,5716949.31,3430169.586,Halo-Urban,RES-AT,60%
4022,FLR AT,792426.26,475455.756,Halo-Small Cities,RES-AT,60%
4023,FLR AT,135195.29,94636.703,OOO,RES-AT,70%
4025,FLR AT,319083.87,191450.322,Halo-Small Cities,RES-AT,60%
4026,FLR AT,2836.15,1701.69,Halo-Small Cities,RES-AT,60%
4027,FLR AT,84073.06,50443.836,Halo-Small Cities,RES-AT,60%
4028,FLR AT,67211.65,40326.99,Halo-Small Cities,RES-AT,60%
4029,FLR AT,22847.74,15993.418,OOO,RES-AT,70%
4030,FLR AT,62720.58,37632.348,Halo-Small Cities,RES-AT,60%
4031,FLR AT,504.39,1000,OOO,RES-AT,70%
4032,FLR AT,103624.01,62174.406,Halo-Small Cities,RES-AT,60%
4033,FLR AT,50216.4,30129.84,Halo-Small Cities,RES-AT,60%
4034,FLR AT,44881.34,26928.804,Halo-Small Cities,RES-AT,60%
4035,FLR AT,19047.39,11428.434,Halo-Small Cities,RES-AT,60%
4036,FLR AT,180923.06,108553.836,Halo-Small Cities,RES-AT,60%
4037,FLR AT,381685.04,229011.024,Halo-Small Cities,RES-AT,60%
4038,FLR AT,170646.83,102388.098,Halo-Urban,RES-AT,60%
4039,FLR AT,44178.16,26506.896,Halo-Urban,RES-AT,60%
4040,FLR AT,265089.53,159053.718,Halo-Small Cities,RES-AT,60%
4041,FLR AT,1051.31,1000,OOO,RES-AT,70%
4042,FLR AT,958475.05,575085.03,Halo-Small Cities,RES-AT,60%
4043,FLR AT,1190792.32,714475.392,Halo-Small Cities,RES-AT,60%
4044,FLR AT,14202.21,8521.326,Halo-Small Cities,RES-AT,60%
4045,FLR AT,136048.73,81629.238,Halo-Small Cities,RES-AT,60%
4046,FLR AT,337364.38,202418.628,Halo-Small Cities,RES-AT,60%
4047,FLR AT,338060.03,202836.018,Halo-Small Cities,RES-AT,60%
4048,FLR AT,95726.27,57435.762,Halo-Small Cities,RES-AT,60%
4049,FLR AT,159560.39,95736.234,Halo-Small Cities,RES-AT,60%
4050,FLR AT,135352.82,81211.692,Halo-Small Cities,RES-AT,60%
4051,FLR AT,1322118.63,793271.178,Halo-Urban,RES-AT,60%
4052,FLR AT,137964.38,82778.628,Halo-Small Cities,RES-AT,60%
4053,FLR AT,43579.25,26147.55,Halo-Small Cities,RES-AT,60%
4054,FLR AT,296232.93,177739.758,Halo-Small Cities,RES-AT,60%
4055,FLR AT,41936.53,25161.918,Halo-Small Cities,RES-AT,60%
4056,FLR AT,189286.26,113571.756,Halo-Small Cities,RES-AT,60%
4057,FLR AT,25554.93547,17888.45483,OOO,RES-AT,70%
4058,FLR AT,172265.97,103359.582,Halo-Small Cities,RES-AT,60%
4059,FLR AT,19967.08,11980.248,Halo-Urban,RES-AT,60%
4060,FLR AT,66952.17,40171.302,Halo-Urban,RES-AT,60%
4061,FLR AT,1673127.95,1003876.77,Halo-Urban,RES-AT,60%
4062,FLR AT,786250,471750,Halo-Small Cities,RES-AT,60%
4063,FLR AT,8468609.2,5081165.52,Halo-Urban,RES-AT,60%
4064,FLR AT,1327809.67,796685.802,Halo-Small Cities,RES-AT,60%
4065,FLR AT,233258.58,139955.148,Halo-Small Cities,RES-AT,60%
4066,FLR AT,1096821.64,658092.984,Halo-Small Cities,RES-AT,60%
4067,FLR AT,889048.85,533429.31,Halo-Small Cities,RES-AT,60%
4068,FLR AT,2328418.11,1397050.866,Halo-Urban,RES-AT,60%
4069,FLR AT,1336858.95,802115.37,Halo-Urban,RES-AT,60%
4070,FLR AT,2112609.22,1267565.532,Halo-Urban,RES-AT,60%
4071,FLR AT,444856.62,266913.972,Halo-Small Cities,RES-AT,60%
4072,FLR AT,220399.34,132239.604,Halo-Small Cities,RES-AT,60%
4073,FLR AT,169086.78,101452.068,Halo-Small Cities,RES-AT,60%
4074,FLR AT,62290.62,37374.372,Halo-Small Cities,RES-AT,60%
4075,FLR AT,330052.12,198031.272,Halo-Small Cities,RES-AT,60%
4076,FLR AT,450985.92,270591.552,Halo-Small Cities,RES-AT,60%
4077,FLR AT,497925.12,298755.072,Halo-Small Cities,RES-AT,60%
4078,FLR AT,179496.07,107697.642,Halo-Urban,RES-AT,60%
4079,FLR AT,2421.94,1453.164,Halo-Small Cities,RES-AT,60%
4080,FLR AT,126730.09,76038.054,Halo-Small Cities,RES-AT,60%
4081,FLR AT,252387.6,151432.56,Halo-Small Cities,RES-AT,60%
4082,FLR AT,322984.0896,193790.4538,Halo-Small Cities,RES-AT,60%
4083,FLR AT,91827.56,55096.536,Halo-Urban,RES-AT,60%
4084,FLR AT,331697.07,199018.242,Halo-Urban,RES-AT,60%
4085,FLR AT,332804.09,199682.454,Halo-Urban,RES-AT,60%
4086,FLR AT,2142824.91,1285694.946,Halo-Urban,RES-AT,60%
4087,FLR AT,3440149,2064089.4,Halo-Urban,RES-AT,60%
4088,FLR AT,58245.65,34947.39,Halo-Urban,RES-AT,60%
4089,FLR AT,13608532.45,8165119.47,Halo-Urban,RES-AT,60%
4090,FLR AT,35077.81936,21046.69162,Halo-Small Cities,RES-AT,60%
4091,FLR AT,113653.13,68191.878,Halo-Small Cities,RES-AT,60%
4092,FLR AT,117367.32,70420.392,Halo-Small Cities,RES-AT,60%
4093,FLR AT,485052.22,291031.332,Halo-Small Cities,RES-AT,60%
4094,FLR AT,1053663.19,632197.914,Halo-Urban,RES-AT,60%
4095,FLR AT,1128203.49,676922.094,Halo-Urban,RES-AT,60%
4096,FLR AT,1068.13,1000,Halo-Small Cities,RES-AT,60%
4105,FLR AT,1446250.61,867750.366,Halo-Small Cities,RES-AT,60%
4136,FLR AT,98182,58909.2,Halo-Small Cities,RES-AT,60%
4137,FLR AT,181074.95,108644.97,Halo-Small Cities,RES-AT,60%
4138,FLR AT,3130811.38,1878486.828,Halo-Small Cities,RES-AT,60%
4140,FLR AT,430887.5,258532.5,Halo-Small Cities,RES-AT,60%
4141,FLR AT,1821092.27,1092655.362,Halo-Small Cities,RES-AT,60%
1,FLR MH,0,1000,Metro,RES-MH,50%
17,FLR MH,22803.89,11401.945,Metro,RES-MH,50%
19,FLR MH,35912.43154,17956.21577,Metro,RES-MH,50%
31,FLR MH,0,1000,Metro,RES-MH,50%
37,FLR MH,0,1000,Metro,RES-MH,50%
79,FLR MH,267783.6317,133891.8159,Metro,RES-MH,50%
81,FLR MH,402446.1461,201223.073,Metro,RES-MH,50%
89,FLR MH,39958.63679,19979.3184,Metro,RES-MH,50%
104,FLR MH,4055.277868,2027.638934,Metro,RES-MH,50%
114,FLR MH,73135.73536,36567.86768,Metro,RES-MH,50%
117,FLR MH,385078.4079,192539.204,Metro,RES-MH,50%
150,FLR MH,2779.141852,1389.570926,Metro,RES-MH,50%
154,FLR MH,232108.9446,116054.4723,Metro,RES-MH,50%
161,FLR MH,1657445.239,828722.6193,Metro,RES-MH,50%
223,FLR MH,10246.06943,5123.034717,Metro,RES-MH,50%
229,FLR MH,320203.8598,160101.9299,Metro,RES-MH,50%
244,FLR MH,28044.07155,14022.03577,Metro,RES-MH,50%
267,FLR MH,66794.13995,33397.06998,Metro,RES-MH,50%
271,FLR MH,42241.12136,21120.56068,Metro,RES-MH,50%
273,FLR MH,1162418.657,581209.3284,Metro,RES-MH,50%
290,FLR MH,84178.71832,42089.35916,Metro,RES-MH,50%
294,FLR MH,44865.46662,22432.73331,Metro,RES-MH,50%
323,FLR MH,0,1000,Metro,RES-MH,50%
355,FLR MH,0,1000,Metro,RES-MH,50%
361,FLR MH,23943.92868,11971.96434,Metro,RES-MH,50%
385,FLR MH,358365.2858,179182.6429,Metro,RES-MH,50%
404,FLR MH,1031186.273,515593.1363,Metro,RES-MH,50%
405,FLR MH,662345.5962,331172.7981,Metro,RES-MH,50%
411,FLR MH,0,1000,Metro,RES-MH,50%
418,FLR MH,131003.5585,65501.77924,Metro,RES-MH,50%
441,FLR MH,885.62302,1000,Metro,RES-MH,50%
444,FLR MH,945816.6908,472908.3454,Metro,RES-MH,50%
468,FLR MH,723622.9397,361811.4698,Metro,RES-MH,50%
481,FLR MH,339405.4263,169702.7132,Metro,RES-MH,50%
499,FLR MH,602404.0805,301202.0402,Metro,RES-MH,50%
504,FLR MH,3463878.923,1731939.462,Metro,RES-MH,50%
536,FLR MH,3092953.507,1546476.754,Metro,RES-MH,50%
542,FLR MH,1206698.782,603349.391,Metro,RES-MH,50%
570,FLR MH,644491.7704,322245.8852,Metro,RES-MH,50%
575,FLR MH,493227.5681,246613.784,Metro,RES-MH,50%
618,FLR MH,130058.91,65029.45501,Metro,RES-MH,50%
623,FLR MH,388294.2655,194147.1328,Metro,RES-MH,50%
636,FLR MH,885115.7166,442557.8583,Metro,RES-MH,50%
714,FLR MH,2617.244588,1308.622294,Metro,RES-MH,50%
715,FLR MH,31781.15025,15890.57513,Metro,RES-MH,50%
721,FLR MH,418408.1218,209204.0609,Metro,RES-MH,50%
727,FLR MH,505923.6965,252961.8483,Metro,RES-MH,50%
733,FLR MH,209794.62,104897.31,Metro,RES-MH,50%
763,FLR MH,763.01,1000,Metro,RES-MH,50%
776,FLR MH,40819.70059,20409.85029,Metro,RES-MH,50%
851,FLR MH,0,1000,Metro,RES-MH,50%
852,FLR MH,105389.9323,52694.96617,Metro,RES-MH,50%
866,FLR MH,42514.57,21257.285,Metro,RES-MH,50%
869,FLR MH,7853.994702,3926.997351,Metro,RES-MH,50%
905,FLR MH,374491.017,187245.5085,Metro,RES-MH,50%
970,FLR MH,113196.6817,56598.34083,Metro,RES-MH,50%
991,FLR MH,142674.8549,71337.42746,Metro,RES-MH,50%
1000,FLR MH,250202.2502,125101.1251,Metro,RES-MH,50%
1002,FLR MH,227255.6056,113627.8028,Metro,RES-MH,50%
1025,FLR MH,1130567.472,565283.7359,Metro,RES-MH,50%
1044,FLR MH,902058.1525,451029.0762,Metro,RES-MH,50%
1114,FLR MH,322594.6758,161297.3379,Metro,RES-MH,50%
1131,FLR MH,139442.2722,69721.13609,Metro,RES-MH,50%
1153,FLR MH,318518.5401,159259.27,Metro,RES-MH,50%
