ZoneNumber,Commodity,TargetFloorspace,Tolerance,region,type,confidence
267,FLR Light Industry,243933.3113,121966.6556,Metro,Industrial,50%
271,FLR Light Industry,19736.68,9868.34,Metro,Industrial,50%
273,FLR Light Industry,683756.86,341878.43,Metro,Industrial,50%
290,FLR Light Industry,2301375.158,1150687.579,Metro,Industrial,50%
294,FLR Light Industry,11147.31,5573.655,Metro,Industrial,50%
323,FLR Light Industry,395523.9845,197761.9922,Metro,Industrial,50%
355,FLR Light Industry,143980.9889,71990.49447,Metro,Industrial,50%
361,FLR Light Industry,394978.5659,197489.2829,Metro,Industrial,50%
385,FLR Light Industry,537758.4554,268879.2277,Metro,Industrial,50%
404,FLR Light Industry,274598.2954,137299.1477,Metro,Industrial,50%
405,FLR Light Industry,645749.6147,322874.8074,Metro,Industrial,50%
411,FLR Light Industry,700775.4459,350387.723,Metro,Industrial,50%
418,FLR Light Industry,225920.99,112960.495,Metro,Industrial,50%
441,FLR Light Industry,199326.8066,99663.40331,Metro,Industrial,50%
444,FLR Light Industry,1651753.951,825876.9755,Metro,Industrial,50%
468,FLR Light Industry,145608.9148,72804.45739,Metro,Industrial,50%
481,FLR Light Industry,190535.9486,95267.97428,Metro,Industrial,50%
499,FLR Light Industry,559820.271,279910.1355,Metro,Industrial,50%
504,FLR Light Industry,926571.6309,463285.8155,Metro,Industrial,50%
536,FLR Light Industry,440853.1959,220426.5979,Metro,Industrial,50%
542,FLR Light Industry,726206.7699,363103.385,Metro,Industrial,50%
570,FLR Light Industry,556370.9067,278185.4534,Metro,Industrial,50%
575,FLR Light Industry,854222.7569,427111.3785,Metro,Industrial,50%
618,FLR Light Industry,1559077.829,779538.9147,Metro,Industrial,50%
623,FLR Light Industry,1048161.753,524080.8766,Metro,Industrial,50%
636,FLR Light Industry,285726.8831,142863.4415,Metro,Industrial,50%
714,FLR Light Industry,466149.0453,233074.5226,Metro,Industrial,50%
715,FLR Light Industry,1390818.582,695409.2912,Metro,Industrial,50%
721,FLR Light Industry,270447.1665,135223.5832,Metro,Industrial,50%
727,FLR Light Industry,494759.9718,247379.9859,Metro,Industrial,50%
733,FLR Light Industry,100765.9189,50382.95944,Metro,Industrial,50%
763,FLR Light Industry,581539.2297,290769.6149,Metro,Industrial,50%
776,FLR Light Industry,162985.56,81492.78,Metro,Industrial,50%
851,FLR Light Industry,650237.2347,325118.6174,Metro,Industrial,50%
852,FLR Light Industry,663828.475,331914.2375,Metro,Industrial,50%
866,FLR Light Industry,88062.33817,44031.16908,Metro,Industrial,50%
869,FLR Light Industry,16755.38,8377.69,Metro,Industrial,50%
905,FLR Light Industry,1230758.375,615379.1877,Metro,Industrial,50%
970,FLR Light Industry,621982.4907,310991.2453,Metro,Industrial,50%
991,FLR Light Industry,425662.6683,212831.3341,Metro,Industrial,50%
1000,FLR Light Industry,912096.0286,456048.0143,Metro,Industrial,50%
1002,FLR Light Industry,448763.446,224381.723,Metro,Industrial,50%
1025,FLR Light Industry,1449649.089,724824.5446,Metro,Industrial,50%
1044,FLR Light Industry,591471,295735.5,Metro,Industrial,50%
1114,FLR Light Industry,116315.8683,58157.93415,Metro,Industrial,50%
1131,FLR Light Industry,129236.0699,64618.03495,Metro,Industrial,50%
1153,FLR Light Industry,311967.345,155983.6725,Metro,Industrial,50%
1175,FLR Light Industry,199967.42,99983.71,Metro,Industrial,50%
1177,FLR Light Industry,1329830.749,664915.3747,Metro,Industrial,50%
1292,FLR Light Industry,2216.739363,1108.369682,Metro,Industrial,50%
1301,FLR Light Industry,697599.7822,348799.8911,SalemKeizer,Industrial,50%
1303,FLR Light Industry,312113.6725,156056.8363,SalemKeizer,Industrial,50%
1313,FLR Light Industry,50661.19,25330.595,SalemKeizer,Industrial,50%
1314,FLR Light Industry,46793.15,23396.575,SalemKeizer,Industrial,50%
1316,FLR Light Industry,546700.8983,273350.4492,SalemKeizer,Industrial,50%
1318,FLR Light Industry,224747.54,112373.77,SalemKeizer,Industrial,50%
1324,FLR Light Industry,296744.4,148372.2,SalemKeizer,Industrial,50%
1328,FLR Light Industry,26133.05072,13066.52536,SalemKeizer,Industrial,50%
1337,FLR Light Industry,345272.5852,172636.2926,SalemKeizer,Industrial,50%
1364,FLR Light Industry,265316.2085,132658.1042,SalemKeizer,Industrial,50%
1369,FLR Light Industry,295190.9523,147595.4761,SalemKeizer,Industrial,50%
1374,FLR Light Industry,643201.1296,321600.5648,SalemKeizer,Industrial,50%
1394,FLR Light Industry,855489.37,427744.685,SalemKeizer,Industrial,50%
1401,FLR Light Industry,68195.05,34097.525,SalemKeizer,Industrial,50%
1408,FLR Light Industry,265648.95,132824.475,SalemKeizer,Industrial,50%
1415,FLR Light Industry,274957.8557,137478.9279,SalemKeizer,Industrial,50%
1437,FLR Light Industry,107140.0711,53570.03555,SalemKeizer,Industrial,50%
1453,FLR Light Industry,61064.39635,30532.19818,SalemKeizer,Industrial,50%
1466,FLR Light Industry,3990.05,1995.025,SalemKeizer,Industrial,50%
1468,FLR Light Industry,56349.09147,28174.54574,SalemKeizer,Industrial,50%
1470,FLR Light Industry,125230.6262,125230.6262,NonMPO,Industrial,100%
1501,FLR Light Industry,810229.0085,405114.5042,EugeneSpringfield,Industrial,50%
1502,FLR Light Industry,557093.31,278546.655,EugeneSpringfield,Industrial,50%
1503,FLR Light Industry,495682.55,247841.275,EugeneSpringfield,Industrial,50%
1505,FLR Light Industry,775465.2522,387732.6261,EugeneSpringfield,Industrial,50%
1525,FLR Light Industry,1289921.12,644960.5598,EugeneSpringfield,Industrial,50%
1553,FLR Light Industry,489629.0615,244814.5307,EugeneSpringfield,Industrial,50%
1562,FLR Light Industry,612691.1328,306345.5664,EugeneSpringfield,Industrial,50%
1588,FLR Light Industry,364710.3105,182355.1552,EugeneSpringfield,Industrial,50%
1598,FLR Light Industry,109566.2448,54783.12242,EugeneSpringfield,Industrial,50%
1617,FLR Light Industry,225003,112501.5,EugeneSpringfield,Industrial,50%
1630,FLR Light Industry,25984.58633,12992.29316,EugeneSpringfield,Industrial,50%
1639,FLR Light Industry,62030.33,31015.165,EugeneSpringfield,Industrial,50%
1650,FLR Light Industry,83154.1,41577.05,EugeneSpringfield,Industrial,50%
1658,FLR Light Industry,117036.0169,117036.0169,NonMPO,Industrial,100%
1701,FLR Light Industry,117077.64,58538.82,RogueValley,Industrial,50%
1702,FLR Light Industry,331689.28,165844.64,RogueValley,Industrial,50%
1706,FLR Light Industry,139454.7387,69727.36934,RogueValley,Industrial,50%
1710,FLR Light Industry,146944.2797,73472.13985,RogueValley,Industrial,50%
1715,FLR Light Industry,189956.3785,94978.18924,RogueValley,Industrial,50%
1717,FLR Light Industry,18999.53,9499.765,RogueValley,Industrial,50%
1719,FLR Light Industry,128620.5976,64310.29882,RogueValley,Industrial,50%
1720,FLR Light Industry,485745.5986,242872.7993,RogueValley,Industrial,50%
1723,FLR Light Industry,142808.8479,71404.42396,RogueValley,Industrial,50%
1724,FLR Light Industry,306968.4545,153484.2272,RogueValley,Industrial,50%
1726,FLR Light Industry,54609.87072,27304.93536,RogueValley,Industrial,50%
1728,FLR Light Industry,66748.76,33374.38,RogueValley,Industrial,50%
1732,FLR Light Industry,70000.65859,35000.3293,RogueValley,Industrial,50%
1736,FLR Light Industry,28093.78964,28093.78964,OR-Small Cities,Industrial,100%
1752,FLR Light Industry,387667.6391,193833.8196,RogueValley,Industrial,50%
1774,FLR Light Industry,1867.06,1867.06,OR-Small Cities,Industrial,100%
1775,FLR Light Industry,24114.24078,24114.24078,NonMPO,Industrial,100%
2009,FLR Light Industry,184973.42,184973.42,OR-Small Cities,Industrial,100%
2011,FLR Light Industry,203400.01,203400.01,OR-Small Cities,Industrial,100%
2018,FLR Light Industry,11650.3,11650.3,OR-Small Cities,Industrial,100%
2023,FLR Light Industry,17338.24756,17338.24756,OR-Small Cities,Industrial,100%
2025,FLR Light Industry,11031.52151,11031.52151,OR-Small Cities,Industrial,100%
2028,FLR Light Industry,13573.46931,13573.46931,OR-Small Cities,Industrial,100%
2031,FLR Light Industry,20275.85,20275.85,OR-Small Cities,Industrial,100%
2035,FLR Light Industry,5035.351695,5035.351695,OR-Small Cities,Industrial,100%
2042,FLR Light Industry,22048.86083,22048.86083,OR-Small Cities,Industrial,100%
2045,FLR Light Industry,14932.44,14932.44,OR-Small Cities,Industrial,100%
2046,FLR Light Industry,161718.965,161718.965,OR-Small Cities,Industrial,100%
2051,FLR Light Industry,108810.59,108810.59,OR-Small Cities,Industrial,100%
2056,FLR Light Industry,36051.91268,36051.91268,OR-Small Cities,Industrial,100%
2059,FLR Light Industry,68703.32409,68703.32409,NonMPO,Industrial,100%
2063,FLR Light Industry,139146.6814,139146.6814,OR-Small Cities,Industrial,100%
2072,FLR Light Industry,99783.70049,99783.70049,OR-Small Cities,Industrial,100%
2073,FLR Light Industry,31651.58813,31651.58813,OR-Small Cities,Industrial,100%
2076,FLR Light Industry,265871.8532,265871.8532,OR-Small Cities,Industrial,100%
2092,FLR Light Industry,1060.5,1060.5,OR-Small Cities,Industrial,100%
2094,FLR Light Industry,32540.04,32540.04,OR-Small Cities,Industrial,100%
2098,FLR Light Industry,114106.4806,114106.4806,OR-Small Cities,Industrial,100%
2109,FLR Light Industry,3503.35,3503.35,OR-Small Cities,Industrial,100%
2111,FLR Light Industry,2173.69,2173.69,OR-Small Cities,Industrial,100%
2112,FLR Light Industry,69053.84865,69053.84865,OR-Small Cities,Industrial,100%
2119,FLR Light Industry,3259.268726,3259.268726,OR-Small Cities,Industrial,100%
2122,FLR Light Industry,174781.3936,174781.3936,OR-Small Cities,Industrial,100%
2123,FLR Light Industry,7616.654424,7616.654424,NonMPO,Industrial,100%
2126,FLR Light Industry,44425.71456,44425.71456,OR-Small Cities,Industrial,100%
2134,FLR Light Industry,531009.3398,531009.3398,OR-Small Cities,Industrial,100%
2139,FLR Light Industry,52932.75257,52932.75257,OR-Small Cities,Industrial,100%
2148,FLR Light Industry,27870.54113,27870.54113,OR-Small Cities,Industrial,100%
2156,FLR Light Industry,33753.53,33753.53,OR-Small Cities,Industrial,100%
2162,FLR Light Industry,79514.4958,79514.4958,OR-Small Cities,Industrial,100%
2167,FLR Light Industry,11198.35287,11198.35287,OR-Small Cities,Industrial,100%
2169,FLR Light Industry,16038.74995,16038.74995,OR-Small Cities,Industrial,100%
2173,FLR Light Industry,27787.82179,27787.82179,OR-Small Cities,Industrial,100%
2180,FLR Light Industry,68234.48122,68234.48122,OR-Small Cities,Industrial,100%
2184,FLR Light Industry,6696.549305,6696.549305,NonMPO,Industrial,100%
2185,FLR Light Industry,68013.48505,68013.48505,OR-Small Cities,Industrial,100%
2186,FLR Light Industry,81695.43,81695.43,OR-Small Cities,Industrial,100%
2190,FLR Light Industry,18265.30936,18265.30936,OR-Small Cities,Industrial,100%
2194,FLR Light Industry,14838.7,14838.7,OR-Small Cities,Industrial,100%
2195,FLR Light Industry,24392.8597,24392.8597,OR-Small Cities,Industrial,100%
2198,FLR Light Industry,38759.46372,38759.46372,OR-Small Cities,Industrial,100%
2204,FLR Light Industry,10303.11,10303.11,OR-Small Cities,Industrial,100%
2208,FLR Light Industry,47688.31311,47688.31311,OR-Small Cities,Industrial,100%
2209,FLR Light Industry,1765.46,1765.46,OR-Small Cities,Industrial,100%
2216,FLR Light Industry,45510.97,45510.97,OR-Small Cities,Industrial,100%
2218,FLR Light Industry,109139.681,109139.681,OR-Small Cities,Industrial,100%
2224,FLR Light Industry,2372.7,2372.7,OR-Small Cities,Industrial,100%
2225,FLR Light Industry,54933.59809,54933.59809,OR-Small Cities,Industrial,100%
2227,FLR Light Industry,67956.17775,67956.17775,OR-Small Cities,Industrial,100%
2229,FLR Light Industry,89488.03,89488.03,OR-Small Cities,Industrial,100%
2231,FLR Light Industry,14718.7,14718.7,OR-Small Cities,Industrial,100%
2235,FLR Light Industry,302671.2489,302671.2489,OR-Small Cities,Industrial,100%
2238,FLR Light Industry,51526.42,51526.42,OR-Small Cities,Industrial,100%
2242,FLR Light Industry,8455.524729,8455.524729,OR-Small Cities,Industrial,100%
2244,FLR Light Industry,854.3650289,1000,OR-Small Cities,Industrial,100%
2245,FLR Light Industry,77663.29177,77663.29177,OR-Small Cities,Industrial,100%
2247,FLR Light Industry,119215.7755,119215.7755,OR-Small Cities,Industrial,100%
2248,FLR Light Industry,36179.48822,36179.48822,OR-Small Cities,Industrial,100%
2249,FLR Light Industry,161675.23,161675.23,OR-Small Cities,Industrial,100%
2254,FLR Light Industry,348102.3766,348102.3766,OR-Small Cities,Industrial,100%
2268,FLR Light Industry,26153.39216,26153.39216,OR-Small Cities,Industrial,100%
2271,FLR Light Industry,191187.8202,191187.8202,OR-Small Cities,Industrial,100%
2274,FLR Light Industry,50051.87348,50051.87348,OR-Small Cities,Industrial,100%
2278,FLR Light Industry,4773.991606,4773.991606,OR-Small Cities,Industrial,100%
2280,FLR Light Industry,121277.2292,121277.2292,OR-Small Cities,Industrial,100%
2283,FLR Light Industry,112432.3362,112432.3362,OR-Small Cities,Industrial,100%
2286,FLR Light Industry,481799.7692,481799.7692,OR-Small Cities,Industrial,100%
2287,FLR Light Industry,30400.08669,30400.08669,OR-Small Cities,Industrial,100%
2288,FLR Light Industry,51811.35,51811.35,OR-Small Cities,Industrial,100%
2300,FLR Light Industry,187166.07,187166.07,OR-Small Cities,Industrial,100%
2301,FLR Light Industry,188564.7669,188564.7669,OR-Small Cities,Industrial,100%
2304,FLR Light Industry,108004.6551,108004.6551,OR-Small Cities,Industrial,100%
2305,FLR Light Industry,102705.25,102705.25,OR-Small Cities,Industrial,100%
2311,FLR Light Industry,23710.99171,23710.99171,OR-Small Cities,Industrial,100%
2315,FLR Light Industry,11275.51022,11275.51022,NonMPO,Industrial,100%
2317,FLR Light Industry,9817.040462,9817.040462,OR-Small Cities,Industrial,100%
2319,FLR Light Industry,289803.59,289803.59,OR-Small Cities,Industrial,100%
2324,FLR Light Industry,4395.23,4395.23,OR-Small Cities,Industrial,100%
2326,FLR Light Industry,85354.18,85354.18,OR-Small Cities,Industrial,100%
2330,FLR Light Industry,35028.43524,35028.43524,OR-Small Cities,Industrial,100%
2333,FLR Light Industry,75611.36,75611.36,OR-Small Cities,Industrial,100%
2334,FLR Light Industry,15483.34102,15483.34102,OR-Small Cities,Industrial,100%
2337,FLR Light Industry,1391.19,1391.19,OR-Small Cities,Industrial,100%
2342,FLR Light Industry,2110.03,2110.03,OR-Small Cities,Industrial,100%
2343,FLR Light Industry,13166.38,13166.38,OR-Small Cities,Industrial,100%
2344,FLR Light Industry,292924.9689,292924.9689,OR-Small Cities,Industrial,100%
2353,FLR Light Industry,0,1000,OR-Small Cities,Industrial,100%
2355,FLR Light Industry,247.2306463,1000,OR-Small Cities,Industrial,100%
2362,FLR Light Industry,129082.6895,64541.34474,Corvallis,Industrial,50%
2366,FLR Light Industry,61410.74474,30705.37237,Corvallis,Industrial,50%
2367,FLR Light Industry,1519.31006,1519.31006,NonMPO,Industrial,100%
2370,FLR Light Industry,167352.1808,83676.09042,Corvallis,Industrial,50%
2374,FLR Light Industry,134047.97,67023.985,Corvallis,Industrial,50%
2376,FLR Light Industry,82983.00449,41491.50224,Corvallis,Industrial,50%
2383,FLR Light Industry,636248.5964,318124.2982,Corvallis,Industrial,50%
2412,FLR Light Industry,63349.05326,63349.05326,OR-Small Cities,Industrial,100%
2420,FLR Light Industry,149607.9006,149607.9006,OR-Small Cities,Industrial,100%
2426,FLR Light Industry,998225.0467,998225.0467,OR-Small Cities,Industrial,100%
2431,FLR Light Industry,144303.97,144303.97,OR-Small Cities,Industrial,100%
2455,FLR Light Industry,14751.3004,14751.3004,OR-Small Cities,Industrial,100%
2456,FLR Light Industry,23228.46577,23228.46577,OR-Small Cities,Industrial,100%
2461,FLR Light Industry,147612.0466,147612.0466,OR-Small Cities,Industrial,100%
2462,FLR Light Industry,116207.9069,116207.9069,OR-Small Cities,Industrial,100%
2465,FLR Light Industry,59926.94373,59926.94373,OR-Small Cities,Industrial,100%
2475,FLR Light Industry,7160.650336,7160.650336,OR-Small Cities,Industrial,100%
2487,FLR Light Industry,101747.0173,101747.0173,OR-Small Cities,Industrial,100%
2489,FLR Light Industry,195751.2918,195751.2918,OR-Small Cities,Industrial,100%
2497,FLR Light Industry,0,1000,OR-Small Cities,Industrial,100%
2498,FLR Light Industry,49593.17468,49593.17468,OR-Small Cities,Industrial,100%
2502,FLR Light Industry,42937.96987,42937.96987,OR-Small Cities,Industrial,100%
2509,FLR Light Industry,0,1000,NonMPO,Industrial,100%
2512,FLR Light Industry,7621.953446,7621.953446,NonMPO,Industrial,100%
2514,FLR Light Industry,88034.07015,88034.07015,OR-Small Cities,Industrial,100%
2524,FLR Light Industry,8532.61,8532.61,OR-Small Cities,Industrial,100%
2528,FLR Light Industry,51906.71327,51906.71327,NonMPO,Industrial,100%
2531,FLR Light Industry,8935.59,8935.59,NonMPO,Industrial,100%
2532,FLR Light Industry,903.8911719,1000,NonMPO,Industrial,100%
2533,FLR Light Industry,8147.128283,8147.128283,NonMPO,Industrial,100%
2534,FLR Light Industry,37936.95233,37936.95233,OR-Small Cities,Industrial,100%
2537,FLR Light Industry,52278.6838,52278.6838,OR-Small Cities,Industrial,100%
2544,FLR Light Industry,16909.66301,16909.66301,OR-Small Cities,Industrial,100%
2548,FLR Light Industry,3782.75,3782.75,OR-Small Cities,Industrial,100%
2550,FLR Light Industry,103033.2084,103033.2084,OR-Small Cities,Industrial,100%
2556,FLR Light Industry,2085.501172,2085.501172,OR-Small Cities,Industrial,100%
2558,FLR Light Industry,40058.02,40058.02,OR-Small Cities,Industrial,100%
2565,FLR Light Industry,7842.601556,7842.601556,NonMPO,Industrial,100%
2566,FLR Light Industry,18800.89,18800.89,NonMPO,Industrial,100%
2568,FLR Light Industry,1238.6,1238.6,OR-Small Cities,Industrial,100%
2569,FLR Light Industry,8419.435705,8419.435705,OR-Small Cities,Industrial,100%
2573,FLR Light Industry,46578.02305,46578.02305,OR-Small Cities,Industrial,100%
2578,FLR Light Industry,247.2306463,1000,OR-Small Cities,Industrial,100%
2579,FLR Light Industry,43054.43996,43054.43996,OR-Small Cities,Industrial,100%
2582,FLR Light Industry,37717.91867,37717.91867,OR-Small Cities,Industrial,100%
2584,FLR Light Industry,2429.68,2429.68,OR-Small Cities,Industrial,100%
2589,FLR Light Industry,12917.26,12917.26,OR-Small Cities,Industrial,100%
2598,FLR Light Industry,17529.02669,17529.02669,OR-Small Cities,Industrial,100%
2599,FLR Light Industry,14987.77676,14987.77676,NonMPO,Industrial,100%
2601,FLR Light Industry,74339.06931,74339.06931,OR-Small Cities,Industrial,100%
2603,FLR Light Industry,123758.8945,123758.8945,OR-Small Cities,Industrial,100%
2605,FLR Light Industry,371273.142,371273.142,OR-Small Cities,Industrial,100%
2613,FLR Light Industry,99378.09347,99378.09347,OR-Small Cities,Industrial,100%
2616,FLR Light Industry,0,1000,NonMPO,Industrial,100%
2617,FLR Light Industry,0,1000,NonMPO,Industrial,100%
2618,FLR Light Industry,13859.02,13859.02,OR-Small Cities,Industrial,100%
2620,FLR Light Industry,104997.46,104997.46,OR-Small Cities,Industrial,100%
2623,FLR Light Industry,363752.6196,363752.6196,OR-Small Cities,Industrial,100%
2638,FLR Light Industry,39050.52407,39050.52407,OR-Small Cities,Industrial,100%
2654,FLR Light Industry,23372.06288,23372.06288,OR-Small Cities,Industrial,100%
2658,FLR Light Industry,36898.03644,36898.03644,OR-Small Cities,Industrial,100%
2662,FLR Light Industry,6502.958391,6502.958391,OR-Small Cities,Industrial,100%
2664,FLR Light Industry,0,1000,NonMPO,Industrial,100%
2666,FLR Light Industry,0,1000,NonMPO,Industrial,100%
2670,FLR Light Industry,7382.042938,7382.042938,NonMPO,Industrial,100%
2671,FLR Light Industry,2480.584369,2480.584369,NonMPO,Industrial,100%
2672,FLR Light Industry,61585.26785,61585.26785,NonMPO,Industrial,100%
2678,FLR Light Industry,151233.48,151233.48,OR-Small Cities,Industrial,100%
2679,FLR Light Industry,541535.12,541535.12,OR-Small Cities,Industrial,100%
2683,FLR Light Industry,216210.88,216210.88,OR-Small Cities,Industrial,100%
2692,FLR Light Industry,316556.7286,316556.7286,OR-Small Cities,Industrial,100%
2696,FLR Light Industry,20023.22,20023.22,OR-Small Cities,Industrial,100%
2699,FLR Light Industry,20119.63,20119.63,OR-Small Cities,Industrial,100%
2711,FLR Light Industry,6968.04763,6968.04763,OR-Small Cities,Industrial,100%
2712,FLR Light Industry,66357.37656,66357.37656,OR-Small Cities,Industrial,100%
