Activity,option,Target
HH23to32k3plus,cluster55,74.32796481
HH23to32k3plus,cluster56,545.0717417
HH23to32k3plus,cluster57,668.9516833
HH23to32k3plus,cluster58,371.6398239
HH23to32k3plus,cluster59,668.9516833
HH23to32k3plus,cluster60,470.743777
HH23to32k3plus,cluster61,272.5358708
HH23to32k3plus,cluster62,346.8638356
HH23to32k3plus,cluster63,99.1039531
HH23to32k3plus,cluster64,222.9838943
HH23to32k3plus,cluster65,297.3118592
HH23to32k3plus,cluster66,222.9838943
HH23to32k3plus,cluster67,693.7276716
HH23to32k3plus,cluster68,322.0878474
HH23to32k3plus,cluster69,148.6559296
HH23to32k3plus,cluster70,99.1039531
HH23to32k3plus,cluster71,173.4319178
HH23to32k3plus,cluster72,247.7598826
HH23to32k3plus,cluster73,148.6559296
HH23to32k3plus,cluster74,74.32796481
HH23to32k3plus,cluster75,2378.494873
HH23to32k3plus,cluster76,594.6237183
HH23to32k3plus,cluster77,421.1918005
HH23to32k3plus,cluster78,198.2079061
HH23to32k3plus,cluster79,1882.975109
HH23to32k3plus,cluster80,792.8316247
HH23to32k3plus,cluster81,222.9838943
HH23to32k3plus,cluster82,768.0556363
HH23to32k3plus,cluster83,1189.247437
HH23to32k3plus,cluster84,371.6398239
HH23to32k3plus,cluster85,371.6398239
HH23to32k3plus,cluster86,520.2957535
HH23to32k3plus,cluster87,594.6237183
HH23to32k3plus,cluster88,1090.143484
HH23to32k3plus,cluster89,247.7598826
HH23to32k3plus,cluster90,371.6398239
HH23to32k3plus,cluster91,247.7598826
HH23to32k3plus,cluster92,445.9677888
HH23to32k3plus,cluster93,322.0878474
HH23to32k3plus,cluster94,74.32796481
HH23to32k3plus,cluster95,1065.367496
HH23to32k3plus,cluster96,198.2079061
HH23to32k3plus,cluster97,743.2796481
HH23to32k3plus,cluster98,991.039531
HH23to32k3plus,cluster99,123.8799413
HH23to32k3plus,cluster100,421.1918005
HH23to32k3plus,cluster101,198.2079061
HH23to32k3plus,cluster102,198.2079061
HH23to32k3plus,cluster103,396.4158122
HH23to32k3plus,cluster104,842.3836012
HH23to32k3plus,cluster105,198.2079061
HH23to32k3plus,cluster106,173.4319178
HH23to32k3plus,cluster107,842.3836012
HH23to32k3plus,cluster108,421.1918005
HH23to32k3plus,cluster109,2205.062956
HH23to32k3plus,cluster110,445.9677888
HH23to32k3plus,cluster111,991.039531
HH23to32k3plus,cluster112,1511.335284
HH23to32k3plus,cluster113,421.1918005
HH23to32k3plus,cluster114,1114.919472
HH23to32k3plus,cluster115,396.4158122
HH23to32k3plus,cluster116,545.0717417
HH23to32k3plus,cluster117,123.8799413
HH23to32k3plus,cluster118,198.2079061
HH23to32k3plus,cluster119,148.6559296
HH23to32k3plus,cluster120,74.32796481
HH23to32k3plus,cluster121,941.4875539
HH23to32k3plus,cluster122,148.6559296
HH23to32k3plus,cluster123,520.2957535
HH23to32k3plus,cluster124,396.4158122
HH23to32k3plus,cluster125,173.4319178
HH23to32k3plus,cluster126,322.0878474
HH23to32k3plus,cluster127,1214.023425
HH23to32k3plus,cluster128,569.8477301
HH23to32k3plus,cluster129,346.8638356
HH23to32k3plus,cluster130,470.743777
HH23to32k3plus,cluster131,123.8799413
HH23to32k3plus,cluster132,743.2796481
HH23to32k3plus,cluster133,123.8799413
HH23to32k3plus,cluster134,297.3118592
HH23to32k3plus,cluster135,173.4319178
HH23to32k3plus,cluster136,842.3836012
HH23to32k3plus,cluster137,346.8638356
HH23to32k3plus,cluster138,148.6559296
HH23to32k3plus,cluster139,222.9838943
HH23to32k3plus,cluster140,322.0878474
HH23to32k3plus,cluster141,346.8638356
HH23to32k3plus,cluster142,445.9677888
HH23to32k3plus,cluster143,371.6398239
HH23to32k3plus,cluster144,421.1918005
HH23to32k3plus,cluster145,99.1039531
HH23to32k3plus,cluster146,49.55197653
HH23to32k3plus,cluster147,173.4319178
HH23to32k3plus,cluster148,74.32796481
HH23to32k3plus,cluster149,123.8799413
HH23to32k3plus,cluster150,198.2079061
HH23to32k3plus,cluster151,49.55197653
HH23to32k3plus,cluster152,148.6559296
HH23to32k3plus,cluster153,74.32796481
HH23to32k3plus,cluster154,123.8799413
HH23to32k3plus,cluster155,74.32796481
HH23to32k3plus,cluster159,49.55197653
HH23to32k3plus,cluster160,99.1039531
HH23to32k3plus,cluster161,222.9838943
HH23to32k3plus,cluster162,99.1039531
HH23to32k3plus,cluster163,99.1039531
HH23to32k3plus,cluster165,148.6559296
HH23to32k3plus,cluster166,49.55197653
HH23to32k3plus,cluster167,49.55197653
HH23to32k3plus,cluster168,99.1039531
HH23to32k3plus,cluster169,470.743777
HH23to32k3plus,cluster170,222.9838943
HH23to32k3plus,cluster171,198.2079061
HH23to32k3plus,cluster172,198.2079061
HH23to32k3plus,cluster173,148.6559296
HH23to32k3plus,cluster174,173.4319178
HH23to32k3plus,cluster176,148.6559296
HH23to32k3plus,cluster177,99.1039531
HH23to32k3plus,cluster178,49.55197653
HH23to32k3plus,cluster179,123.8799413
HH23to32k3plus,cluster180,74.32796481
HH23to32k3plus,cluster182,941.4875539
HH23to32k3plus,cluster183,396.4158122
HH23to32k3plus,cluster184,396.4158122
HH23to32k3plus,cluster185,173.4319178
HH23to32k3plus,cluster186,222.9838943
HH23to32k3plus,cluster187,198.2079061
HH23to32k3plus,cluster188,346.8638356
HH23to32k3plus,cluster189,173.4319178
HH23to32k3plus,cluster190,1238.799413
HH23to32k3plus,cluster191,222.9838943
HH23to32k3plus,cluster192,49.55197653
HH23to32k3plus,cluster193,297.3118592
HH23to32k3plus,cluster194,272.5358708
HH23to32k3plus,cluster195,396.4158122
HH23to32k3plus,cluster196,148.6559296
HH23to32k3plus,cluster197,322.0878474
HH23to32k3plus,cluster198,222.9838943
HH23to32k3plus,cluster199,297.3118592
HH23to32k3plus,cluster200,123.8799413
HH23to32k3plus,cluster201,49.55197653
HH32to46k1to2,cluster1,8736.040789
HH32to46k1to2,cluster2,5441.723733
HH32to46k1to2,cluster3,1098.105686
HH32to46k1to2,cluster4,927.2892457
HH32to46k1to2,cluster5,561.2540173
HH32to46k1to2,cluster6,683.2657601
HH32to46k1to2,cluster7,414.8399256
HH32to46k1to2,cluster8,4465.629787
HH32to46k1to2,cluster9,3294.317056
HH32to46k1to2,cluster10,1049.300989
HH32to46k1to2,cluster11,805.2775029
HH32to46k1to2,cluster12,195.2187886
HH32to46k1to2,cluster13,4612.043879
HH32to46k1to2,cluster14,683.2657601
HH32to46k1to2,cluster15,756.4728056
HH32to46k1to2,cluster16,2586.648949
HH32to46k1to2,cluster17,658.8634115
HH32to46k1to2,cluster18,1732.566747
HH32to46k1to2,cluster19,927.2892457
HH32to46k1to2,cluster20,976.0939429
HH32to46k1to2,cluster21,536.8516687
HH32to46k1to2,cluster22,1000.496291
HH32to46k1to2,cluster23,732.070457
HH32to46k1to2,cluster24,1171.312731
HH32to46k1to2,cluster25,7784.349193
HH32to46k1to2,cluster26,780.8751542
HH32to46k1to2,cluster27,463.6446227
HH32to46k1to2,cluster28,48.80469713
HH32to46k1to2,cluster29,3147.902965
HH32to46k1to2,cluster30,4294.81335
HH32to46k1to2,cluster31,5514.930778
HH32to46k1to2,cluster32,3416.3288
HH32to46k1to2,cluster33,2684.258342
HH32to46k1to2,cluster34,1781.371446
HH32to46k1to2,cluster35,634.4610629
HH32to46k1to2,cluster36,414.8399256
HH32to46k1to2,cluster37,854.0822001
HH32to46k1to2,cluster38,244.0234856
HH32to46k1to2,cluster39,683.2657601
HH32to46k1to2,cluster40,439.2422741
HH32to46k1to2,cluster41,536.8516687
HH32to46k1to2,cluster42,2098.601978
HH32to46k1to2,cluster43,414.8399256
HH32to46k1to2,cluster44,634.4610629
HH32to46k1to2,cluster45,219.6211371
HH32to46k1to2,cluster46,707.6681086
HH32to46k1to2,cluster47,707.6681086
HH32to46k1to2,cluster48,3123.500618
HH32to46k1to2,cluster49,439.2422741
HH32to46k1to2,cluster50,292.8281828
HH32to46k1to2,cluster51,512.4493201
HH32to46k1to2,cluster52,292.8281828
HH32to46k1to2,cluster53,2952.684177
HH32to46k1to2,cluster54,1268.922125
HH32to46k1to2,cluster55,902.8868971
HH32to46k1to2,cluster56,219.6211371
HH32to46k1to2,cluster57,658.8634115
HH32to46k1to2,cluster58,463.6446227
HH32to46k1to2,cluster59,366.0352286
HH32to46k1to2,cluster60,1610.555007
HH32to46k1to2,cluster61,610.0587143
HH32to46k1to2,cluster62,268.4258342
HH32to46k1to2,cluster63,1122.508034
HH32to46k1to2,cluster64,219.6211371
HH32to46k1to2,cluster65,317.2305314
HH32to46k1to2,cluster66,683.2657601
HH32to46k1to2,cluster67,732.070457
HH32to46k1to2,cluster68,536.8516687
HH32to46k1to2,cluster69,732.070457
HH32to46k1to2,cluster70,97.60939429
HH32to46k1to2,cluster71,2342.625464
HH32to46k1to2,cluster72,707.6681086
HH32to46k1to2,cluster73,195.2187886
HH32to46k1to2,cluster74,244.0234856
HH32to46k1to2,cluster75,317.2305314
HH32to46k1to2,cluster76,146.4140913
HH32to46k1to2,cluster77,2196.211371
HH32to46k1to2,cluster78,2293.820766
HH32to46k1to2,cluster79,976.0939429
HH32to46k1to2,cluster80,195.2187886
HH32to46k1to2,cluster81,195.2187886
HH32to46k1to2,cluster82,1781.371446
HH32to46k1to2,cluster83,1561.750308
HH32to46k1to2,cluster84,512.4493201
HH32to46k1to2,cluster85,488.0469713
HH32to46k1to2,cluster86,1683.762052
HH32to46k1to2,cluster87,1976.590234
HH32to46k1to2,cluster88,390.4375773
HH32to46k1to2,cluster89,732.070457
HH32to46k1to2,cluster90,2537.844251
HH32to46k1to2,cluster91,4514.434488
HH32to46k1to2,cluster92,3416.3288
HH32to46k1to2,cluster93,756.4728056
HH32to46k1to2,cluster94,1317.726822
HH32to46k1to2,cluster95,268.4258342
HH32to46k1to2,cluster96,1024.89864
HH32to46k1to2,cluster97,3050.293572
HH32to46k1to2,cluster98,683.2657601
HH32to46k1to2,cluster99,1708.1644
HH32to46k1to2,cluster100,1561.750308
HH32to46k1to2,cluster101,683.2657601
HH32to46k1to2,cluster102,829.6798515
HH32to46k1to2,cluster103,195.2187886
HH32to46k1to2,cluster104,146.4140913
HH32to46k1to2,cluster105,3245.51236
HH32to46k1to2,cluster106,414.8399256
HH32to46k1to2,cluster107,829.6798515
HH32to46k1to2,cluster108,390.4375773
HH32to46k1to2,cluster109,1220.117429
HH32to46k1to2,cluster110,536.8516687
HH32to46k1to2,cluster111,732.070457
HH32to46k1to2,cluster112,1049.300989
HH32to46k1to2,cluster113,268.4258342
HH32to46k1to2,cluster114,1024.89864
HH32to46k1to2,cluster115,292.8281828
HH32to46k1to2,cluster116,2000.992584
HH32to46k1to2,cluster117,1512.945611
HH32to46k1to2,cluster118,48.80469713
HH32to46k1to2,cluster119,512.4493201
HH32to46k1to2,cluster120,341.63288
HH32to46k1to2,cluster121,2611.051296
HH32to46k1to2,cluster122,1659.359703
HH32to46k1to2,cluster123,512.4493201
HH32to46k1to2,cluster124,878.4845487
HH32to46k1to2,cluster125,390.4375773
HH32to46k1to2,cluster126,390.4375773
HH32to46k1to2,cluster127,756.4728056
HH32to46k1to2,cluster128,927.2892457
HH32to46k1to2,cluster129,341.63288
HH32to46k1to2,cluster130,317.2305314
HH32to46k1to2,cluster131,439.2422741
HH32to46k1to2,cluster132,805.2775029
HH32to46k1to2,cluster133,3489.535845
HH32to46k1to2,cluster134,1244.519776
HH32to46k1to2,cluster135,414.8399256
HH32to46k1to2,cluster136,268.4258342
HH32to46k1to2,cluster137,195.2187886
HH32to46k1to2,cluster138,927.2892457
HH32to46k1to2,cluster139,536.8516687
HH32to46k1to2,cluster140,268.4258342
HH32to46k1to2,cluster141,414.8399256
HH32to46k1to2,cluster142,244.0234856
HH32to46k1to2,cluster143,658.8634115
HH32to46k1to2,cluster144,1268.922125
HH32to46k1to2,cluster145,585.6563656
HH32to46k1to2,cluster146,390.4375773
HH32to46k1to2,cluster147,244.0234856
HH32to46k1to2,cluster148,1171.312731
HH32to46k1to2,cluster149,463.6446227
HH32to46k1to2,cluster150,366.0352286
HH32to46k1to2,cluster151,219.6211371
HH32to46k1to2,cluster152,146.4140913
HH32to46k1to2,cluster153,122.0117429
HH32to46k1to2,cluster154,2757.465388
HH32to46k1to2,cluster155,561.2540173
HH32to46k1to2,cluster156,48.80469713
HH32to46k1to2,cluster157,854.0822001
HH32to46k1to2,cluster158,658.8634115
HH32to46k1to2,cluster159,195.2187886
HH32to46k1to2,cluster160,219.6211371
HH32to46k1to2,cluster161,463.6446227
HH32to46k1to2,cluster162,170.81644
HH32to46k1to2,cluster163,1830.176144
HH32to46k1to2,cluster164,1220.117429
HH32to46k1to2,cluster165,756.4728056
HH32to46k1to2,cluster166,341.63288
HH32to46k1to2,cluster167,195.2187886
HH32to46k1to2,cluster168,2049.79728
HH32to46k1to2,cluster169,512.4493201
HH32to46k1to2,cluster170,268.4258342
HH32to46k1to2,cluster171,317.2305314
HH32to46k1to2,cluster172,585.6563656
HH32to46k1to2,cluster173,634.4610629
HH32to46k1to2,cluster174,2537.844251
HH32to46k1to2,cluster175,1488.543262
HH32to46k1to2,cluster176,707.6681086
HH32to46k1to2,cluster177,951.6915943
HH32to46k1to2,cluster178,390.4375773
HH32to46k1to2,cluster180,536.8516687
HH32to46k1to2,cluster181,1903.383189
HH32to46k1to2,cluster182,1366.53152
HH32to46k1to2,cluster183,1049.300989
HH32to46k1to2,cluster184,536.8516687
HH32to46k1to2,cluster185,439.2422741
HH32to46k1to2,cluster186,976.0939429
HH32to46k1to2,cluster187,366.0352286
HH32to46k1to2,cluster188,488.0469713
HH32to46k1to2,cluster189,805.2775029
HH32to46k1to2,cluster190,488.0469713
HH32to46k1to2,cluster191,73.2070457
HH32to46k1to2,cluster192,1512.945611
HH32to46k1to2,cluster193,976.0939429
HH32to46k1to2,cluster194,268.4258342
HH32to46k1to2,cluster195,439.2422741
HH32to46k1to2,cluster196,1878.980841
HH32to46k1to2,cluster197,292.8281828
HH32to46k1to2,cluster198,1146.910383
HH32to46k1to2,cluster199,292.8281828
HH32to46k1to2,cluster200,732.070457
HH32to46k1to2,cluster201,1732.566747
HH32to46k1to2,cluster202,1244.519776
HH32to46k1to2,cluster203,439.2422741
HH32to46k1to2,cluster204,1561.750308
HH32to46k1to2,cluster205,658.8634115
HH32to46k1to2,cluster206,317.2305314
HH32to46k1to2,cluster207,219.6211371
HH32to46k1to2,cluster208,561.2540173
HH32to46k1to2,cluster209,122.0117429
HH32to46k1to2,cluster210,780.8751542
HH32to46k1to2,cluster211,170.81644
HH32to46k1to2,cluster212,146.4140913
HH32to46k1to2,cluster213,1854.578492
HH32to46k1to2,cluster214,414.8399256
HH32to46k1to2,cluster215,1537.347959
HH32to46k1to2,cluster216,414.8399256
HH32to46k1to2,cluster217,48.80469713
HH32to46k1to2,cluster218,1781.371446
HH32to46k1to2,cluster219,439.2422741
HH32to46k1to2,cluster220,536.8516687
HH32to46k1to2,cluster221,292.8281828
HH32to46k1to2,cluster222,97.60939429
HH32to46k1to2,cluster223,122.0117429
HH32to46k1to2,cluster224,1976.590234
HH32to46k1to2,cluster225,951.6915943
HH32to46k1to2,cluster226,829.6798515
HH32to46k1to2,cluster227,439.2422741
HH32to46k1to2,cluster228,292.8281828
HH32to46k1to2,cluster229,536.8516687
HH32to46k1to2,cluster230,341.63288
HH32to46k1to2,cluster231,707.6681086
HH32to46k1to2,cluster232,146.4140913
HH32to46k1to2,cluster233,97.60939429
HH32to46k1to2,cluster234,561.2540173
HH32to46k1to2,cluster236,48.80469713
HH32to46k1to2,cluster237,219.6211371
HH32to46k1to2,cluster238,122.0117429
HH32to46k1to2,cluster239,48.80469713
HH32to46k1to2,cluster240,48.80469713
HH32to46k3plus,cluster1,679.5330865
HH32to46k3plus,cluster2,350.7267544
HH32to46k3plus,cluster3,1096.021108
HH32to46k3plus,cluster4,197.2837993
HH32to46k3plus,cluster5,153.442955
HH32to46k3plus,cluster6,197.2837993
HH32to46k3plus,cluster7,569.9309759
HH32to46k3plus,cluster8,504.1697094
HH32to46k3plus,cluster9,548.0105537
HH32to46k3plus,cluster10,241.1246435
HH32to46k3plus,cluster11,920.65773
HH32to46k3plus,cluster12,504.1697094
HH32to46k3plus,cluster13,153.442955
HH32to46k3plus,cluster14,263.0450658
HH32to46k3plus,cluster15,767.2147752
HH32to46k3plus,cluster16,482.2492872
HH32to46k3plus,cluster17,43.8408443
HH32to46k3plus,cluster18,504.1697094
HH32to46k3plus,cluster19,569.9309759
HH32to46k3plus,cluster20,263.0450658
HH32to46k3plus,cluster21,416.4880207
HH32to46k3plus,cluster22,306.8859098
HH32to46k3plus,cluster23,87.68168857
HH32to46k3plus,cluster24,1972.837993
HH32to46k3plus,cluster25,591.8513978
HH32to46k3plus,cluster26,175.3633771
HH32to46k3plus,cluster27,175.3633771
HH32to46k3plus,cluster28,175.3633771
HH32to46k3plus,cluster29,65.76126643
HH32to46k3plus,cluster30,1205.623219
HH32to46k3plus,cluster31,284.965488
HH32to46k3plus,cluster32,109.6021108
HH32to46k3plus,cluster33,153.442955
HH32to46k3plus,cluster34,350.7267544
HH32to46k3plus,cluster35,986.4189966
HH32to46k3plus,cluster36,460.328865
HH32to46k3plus,cluster37,460.328865
HH32to46k3plus,cluster38,986.4189966
HH32to46k3plus,cluster39,109.6021108
HH32to46k3plus,cluster40,679.5330865
HH32to46k3plus,cluster41,153.442955
HH32to46k3plus,cluster42,416.4880207
HH32to46k3plus,cluster43,263.0450658
HH32to46k3plus,cluster44,87.68168857
HH32to46k3plus,cluster45,613.7718201
HH32to46k3plus,cluster46,350.7267544
HH32to46k3plus,cluster47,263.0450658
HH32to46k3plus,cluster48,109.6021108
HH32to46k3plus,cluster49,394.5675985
HH32to46k3plus,cluster50,175.3633771
HH32to46k3plus,cluster51,87.68168857
HH32to46k3plus,cluster52,65.76126643
HH32to46k3plus,cluster53,175.3633771
HH32to46k3plus,cluster54,394.5675985
HH32to46k3plus,cluster55,284.965488
HH32to46k3plus,cluster56,109.6021108
HH32to46k3plus,cluster57,241.1246435
HH32to46k3plus,cluster58,109.6021108
HH32to46k3plus,cluster59,416.4880207
HH32to46k3plus,cluster60,263.0450658
HH32to46k3plus,cluster61,460.328865
HH32to46k3plus,cluster62,328.8063321
HH32to46k3plus,cluster63,613.7718201
HH32to46k3plus,cluster64,767.2147752
HH32to46k3plus,cluster66,504.1697094
HH32to46k3plus,cluster67,416.4880207
HH32to46k3plus,cluster68,306.8859098
HH32to46k3plus,cluster69,635.6922424
HH32to46k3plus,cluster70,131.5225329
HH32to46k3plus,cluster71,65.76126643
HH32to46k3plus,cluster72,43.8408443
HH32to46k3plus,cluster73,482.2492872
HH32to46k3plus,cluster74,504.1697094
HH32to46k3plus,cluster75,197.2837993
HH32to46k3plus,cluster76,284.965488
HH32to46k3plus,cluster77,2038.59926
HH32to46k3plus,cluster78,328.8063321
HH32to46k3plus,cluster79,460.328865
HH32to46k3plus,cluster80,548.0105537
HH32to46k3plus,cluster81,153.442955
HH32to46k3plus,cluster82,548.0105537
HH32to46k3plus,cluster83,306.8859098
HH32to46k3plus,cluster84,219.2042216
HH32to46k3plus,cluster85,394.5675985
HH32to46k3plus,cluster86,328.8063321
HH32to46k3plus,cluster87,219.2042216
HH32to46k3plus,cluster88,219.2042216
HH32to46k3plus,cluster89,1359.066173
HH32to46k3plus,cluster90,876.8168857
HH32to46k3plus,cluster91,350.7267544
HH32to46k3plus,cluster92,197.2837993
HH32to46k3plus,cluster93,131.5225329
HH32to46k3plus,cluster94,109.6021108
HH32to46k3plus,cluster95,263.0450658
HH32to46k3plus,cluster96,153.442955
HH32to46k3plus,cluster97,175.3633771
HH32to46k3plus,cluster98,65.76126643
HH32to46k3plus,cluster99,438.408443
HH32to46k3plus,cluster100,153.442955
HH32to46k3plus,cluster101,263.0450658
HH32to46k3plus,cluster102,131.5225329
HH32to46k3plus,cluster103,482.2492872
HH32to46k3plus,cluster104,131.5225329
HH32to46k3plus,cluster105,657.6126643
HH32to46k3plus,cluster106,526.0901315
HH32to46k3plus,cluster107,109.6021108
HH32to46k3plus,cluster108,109.6021108
HH32to46k3plus,cluster109,65.76126643
HH32to46k3plus,cluster110,153.442955
HH32to46k3plus,cluster111,219.2042216
HH32to46k3plus,cluster112,350.7267544
HH32to46k3plus,cluster113,65.76126643
HH32to46k3plus,cluster114,175.3633771
HH32to46k3plus,cluster115,153.442955
HH32to46k3plus,cluster116,109.6021108
HH32to46k3plus,cluster118,569.9309759
HH32to46k3plus,cluster119,328.8063321
HH32to46k3plus,cluster120,131.5225329
HH32to46k3plus,cluster121,394.5675985
HH32to46k3plus,cluster122,197.2837993
HH32to46k3plus,cluster123,109.6021108
HH32to46k3plus,cluster124,350.7267544
HH32to46k3plus,cluster125,394.5675985
HH32to46k3plus,cluster126,87.68168857
HH32to46k3plus,cluster127,109.6021108
HH32to46k3plus,cluster128,569.9309759
HH32to46k3plus,cluster129,854.8964635
HH32to46k3plus,cluster130,284.965488
HH32to46k3plus,cluster131,372.6471764
HH32to46k3plus,cluster132,197.2837993
HH32to46k3plus,cluster133,241.1246435
HH32to46k3plus,cluster134,372.6471764
HH32to46k3plus,cluster135,153.442955
HH32to46k3plus,cluster136,1622.111239
HH32to46k3plus,cluster137,263.0450658
HH32to46k3plus,cluster138,548.0105537
HH32to46k3plus,cluster139,526.0901315
HH32to46k3plus,cluster140,1819.395039
HH32to46k3plus,cluster141,328.8063321
HH32to46k3plus,cluster142,263.0450658
HH32to46k3plus,cluster143,153.442955
HH32to46k3plus,cluster144,109.6021108
HH32to46k3plus,cluster145,284.965488
HH32to46k3plus,cluster146,1424.827439
HH32to46k3plus,cluster147,1819.395039
HH32to46k3plus,cluster148,219.2042216
HH32to46k3plus,cluster149,131.5225329
HH32to46k3plus,cluster150,394.5675985
HH32to46k3plus,cluster151,2257.80348
HH32to46k3plus,cluster152,898.7373081
HH32to46k3plus,cluster153,635.6922424
HH32to46k3plus,cluster154,438.408443
HH32to46k3plus,cluster155,241.1246435
HH32to46k3plus,cluster156,416.4880207
HH32to46k3plus,cluster157,1074.100685
HH32to46k3plus,cluster158,832.9760417
HH32to46k3plus,cluster159,284.965488
HH32to46k3plus,cluster160,3441.506276
HH32to46k3plus,cluster161,1096.021108
HH32to46k3plus,cluster162,197.2837993
HH32to46k3plus,cluster163,701.4535087
HH32to46k3plus,cluster164,416.4880207
HH32to46k3plus,cluster165,175.3633771
HH32to46k3plus,cluster166,109.6021108
HH32to46k3plus,cluster167,1074.100685
HH32to46k3plus,cluster168,4669.049918
HH32to46k3plus,cluster169,1030.259841
HH32to46k3plus,cluster170,131.5225329
HH32to46k3plus,cluster171,964.4985746
HH32to46k3plus,cluster172,964.4985746
HH32to46k3plus,cluster173,1578.270394
HH32to46k3plus,cluster174,635.6922424
HH32to46k3plus,cluster175,263.0450658
HH32to46k3plus,cluster176,219.2042216
HH32to46k3plus,cluster177,679.5330865
HH32to46k3plus,cluster178,591.8513978
HH32to46k3plus,cluster179,898.7373081
HH32to46k3plus,cluster180,263.0450658
HH32to46k3plus,cluster181,613.7718201
HH32to46k3plus,cluster182,657.6126643
HH32to46k3plus,cluster183,284.965488
HH32to46k3plus,cluster184,1972.837993
HH32to46k3plus,cluster185,832.9760417
HH32to46k3plus,cluster186,701.4535087
HH32to46k3plus,cluster187,548.0105537
HH32to46k3plus,cluster188,219.2042216
HH32to46k3plus,cluster189,701.4535087
HH32to46k3plus,cluster190,175.3633771
HH32to46k3plus,cluster191,657.6126643
HH32to46k3plus,cluster192,569.9309759
HH32to46k3plus,cluster193,284.965488
HH32to46k3plus,cluster194,175.3633771
HH32to46k3plus,cluster195,153.442955
HH32to46k3plus,cluster196,241.1246435
HH32to46k3plus,cluster197,438.408443
HH32to46k3plus,cluster198,65.76126643
HH32to46k3plus,cluster199,745.294353
HH32to46k3plus,cluster200,438.408443
HH32to46k3plus,cluster201,723.3739308
HH32to46k3plus,cluster202,1227.543641
HH32to46k3plus,cluster203,350.7267544
HH32to46k3plus,cluster204,263.0450658
HH32to46k3plus,cluster205,350.7267544
HH32to46k3plus,cluster206,197.2837993
HH32to46k3plus,cluster207,526.0901315
HH32to46k3plus,cluster208,416.4880207
HH32to46k3plus,cluster209,263.0450658
HH32to46k3plus,cluster210,175.3633771
HH32to46k3plus,cluster211,1687.872505
HH32to46k3plus,cluster212,591.8513978
HH32to46k3plus,cluster213,569.9309759
HH32to46k3plus,cluster214,591.8513978
HH32to46k3plus,cluster215,241.1246435
HH32to46k3plus,cluster216,87.68168857
HH32to46k3plus,cluster217,219.2042216
HH32to46k3plus,cluster218,526.0901315
HH32to46k3plus,cluster219,328.8063321
HH32to46k3plus,cluster220,2213.962635
HH32to46k3plus,cluster221,153.442955
HH32to46k3plus,cluster222,460.328865
HH32to46k3plus,cluster223,635.6922424
HH32to46k3plus,cluster224,306.8859098
HH32to46k3plus,cluster225,284.965488
HH32to46k3plus,cluster226,416.4880207
HH32to46k3plus,cluster227,460.328865
HH32to46k3plus,cluster228,1512.509128
HH32to46k3plus,cluster229,701.4535087
HH32to46k3plus,cluster230,811.0556195
HH32to46k3plus,cluster231,219.2042216
HH32to46k3plus,cluster232,569.9309759
HH32to46k3plus,cluster233,131.5225329
HH32to46k3plus,cluster234,679.5330865
HH32to46k3plus,cluster235,394.5675985
HH32to46k3plus,cluster236,65.76126643
HH32to46k3plus,cluster237,898.7373081
HH32to46k3plus,cluster238,1227.543641
HH32to46k3plus,cluster239,372.6471764
HH32to46k3plus,cluster240,175.3633771
HH32to46k3plus,cluster241,43.8408443
HH32to46k3plus,cluster242,526.0901315
HH32to46k3plus,cluster243,43.8408443
HH32to46k3plus,cluster244,87.68168857
HH32to46k3plus,cluster245,43.8408443
HH32to46k3plus,cluster246,109.6021108
HH32to46k3plus,cluster247,65.76126643
HH32to46k3plus,cluster248,43.8408443
HH32to46k3plus,cluster249,153.442955
HH32to46k3plus,cluster250,65.76126643
HH32to46k3plus,cluster258,65.76126643
HH32to46k3plus,cluster259,43.8408443
HH46to61k1to2,cluster1,4065.042506
HH46to61k1to2,cluster2,2195.557717
HH46to61k1to2,cluster3,978.2187843
HH46to61k1to2,cluster4,499.9784899
HH46to61k1to2,cluster5,521.7166852
HH46to61k1to2,cluster6,2760.750793
HH46to61k1to2,cluster7,1391.244494
HH46to61k1to2,cluster8,543.4548803
HH46to61k1to2,cluster9,782.5750277
HH46to61k1to2,cluster10,369.5493186
HH46to61k1to2,cluster11,369.5493186
HH46to61k1to2,cluster12,2173.819522
HH46to61k1to2,cluster13,2282.510499
HH46to61k1to2,cluster14,3652.016798
HH46to61k1to2,cluster15,282.5965378
HH46to61k1to2,cluster16,434.7639044
HH46to61k1to2,cluster17,847.7896134
HH46to61k1to2,cluster18,347.8111235
HH46to61k1to2,cluster19,9695.23507
HH46to61k1to2,cluster20,3043.347329
HH46to61k1to2,cluster21,1434.720885
HH46to61k1to2,cluster22,956.48059
HH46to61k1to2,cluster23,891.2660038
HH46to61k1to2,cluster24,652.1458564
HH46to61k1to2,cluster25,9695.23507
HH46to61k1to2,cluster26,543.4548803
HH46to61k1to2,cluster27,2130.343131
HH46to61k1to2,cluster28,978.2187843
HH46to61k1to2,cluster29,347.8111235
HH46to61k1to2,cluster30,847.7896134
HH46to61k1to2,cluster31,260.8583426
HH46to61k1to2,cluster32,239.1201473
HH46to61k1to2,cluster33,478.2402949
HH46to61k1to2,cluster34,152.1673665
HH46to61k1to2,cluster35,326.0729284
HH46to61k1to2,cluster36,369.5493186
HH46to61k1to2,cluster37,347.8111235
HH46to61k1to2,cluster38,108.6909761
HH46to61k1to2,cluster39,260.8583426
