"","FLR_Accommodation","FLR_Agriculture","FLR_AT","FLR_Government_Support","FLR_Heavy_Industry","FLR_Hospital","FLR_Institutional","FLR_K12","FLR_Light_Industry","FLR_Logging","FLR_MF","FLR_MH","FLR_Office","FLR_Retail","FLR_RRMH","FLR_RRSFD","FLR_SFD","FLR_Warehouse"
"14",57469.5445873,0,23293.5681619,0,0,0,0,0,0,0,147013.09917,0,122637.104124,1908.5553743,0,9500.26715624,59715.773863,2448.94863898
"15",2935.23420702,0,52849.2578848,0,0,425524.480226,61690.4401527,19295.5590767,4964.86711514,0,411754.856284,0,1947672.17534,127737.021223,0,17782.9446232,111341.277529,9795.79455588
"16",0,0,57623.9438562,12259.3732393,369.560387104,0,160729.160187,0,1305.47055521,0,360041.579823,0,179553.750407,63744.9849317,0,6137.71042276,38428.9854107,0
"17",15677.5516737,0,425878.85391,131.273744464,251361.631271,0,37366.8011118,237049.199501,164929.80957,0,860804.127714,7681.39205668,1509369.28449,466701.215416,657.383826402,108505.278346,675257.937164,4179102.19745
"18",21431.3624478,0,465114.737449,131.273744464,255251.678672,0,4253.78371849,7183.30907581,71167.1112089,0,559016.867258,217.438886109,741331.729603,138979.742936,0,214807.167008,1338795.12006,14861.4596214
"19",0,0,331.588197948,0,536222.12378,0,12317.1413301,1453.05118985,522652.680469,0,0,0,1166410.60732,143709.085734,4001.29704331,329008.273446,234217.061698,9294945.17277
"20",0,0,423.751049021,0,0,0,5750.67172864,0,0,48562.49901,0,0,589.215363912,0,0,84091.4784903,407559.246124,0
"21",0,0,0,0,0,0,0,0,163.518219841,0,0,0,23060.2718896,5058.76294038,0,87809.5631417,442910.166801,0
"22",0,0,464.281780731,0,0,0,0,0,403.748690971,0,0,0,0,0,0,67440.2130827,326794.6981,0
"23",0,0,769.382561411,0,4210.36001982,0,3212.55576087,31506.2120896,3525.73544389,0,0,0,16763.754765,19504.8267963,0,111530.680444,557898.519933,4142.91156116
"24",0,40510836.38,1565.42508158,0,0,0,0,0,6595.23486704,0,0,0,3488.19050279,7182.4074512,1555.10478449,579473.453811,1131994.62005,15978.0350354
"25",0,0,149.675119924,0,624733.17772,0,711.71331654,0,320642.069798,0,0,0,303636.985273,8854.1046606,5767.62166125,477664.758475,153719.906087,5408088.73402
"26",0,0,0,0,178653.517337,0,466.270680702,0,490.554659531,3166274.913,0,0,77547.1406097,14711.138565,6374.59414147,507746.067466,18572.8816176,2199323.34502
"27",0,72115310.51,0,0,0,0,0,0,822.637957856,0,0,0,13233.7948476,22893.9237506,2669.17992297,1194702.80763,44531.5810834,0
"28",0,0,54211.6925591,0,0,0,0,0,485.554624537,0,76101.8626434,0,7364.10527366,0,0,127244.590857,796564.188303,0
"29",39348.5643605,0,608560.720218,0,85565.1280573,325077.404662,55202.4171804,31606.5599336,178209.049021,0,2739111.1595,732.710185529,970905.011216,1000143.9274,0,80255.2703289,502406.222714,1071732.46922
"30",0,0,150486.150273,0,5594.07460041,0,2558.90596779,0,7849.79976332,0,260071.340722,0,52139.3100098,128706.277782,0,303231.978281,1898263.2819,0
"31",0,0,6136.86673188,0,2981.88699794,0,21418.8645116,735.478868502,16516.9867567,0,4737.75554461,0,273097.061675,45321.5272477,0,146948.113699,877239.38607,45374.2159349
"32",0,0,2527.34392668,0,0,0,108837.09799,0,4218.3865545,0,2408.04790106,1544.92642589,69402.0563569,23405.1524709,170.449422977,79743.6772472,485598.292199,11607.8698043
"33",0,0,40844.2158466,0,0,0,2690.2382568,2920.4272964,0,0,74895.6488127,0,2260.88392232,453007.964692,0,79032.0556532,494748.773633,0
"34",0,0,244822.270979,0,0,307.049005797,59354.07216,7354.78868502,1752.18361476,0,347495.617594,0,275800.153314,46874.9492357,0,477434.300831,2829567.13681,0
"35",0,0,7012.04506426,0,0,0,1171.21249693,0,298.933689665,0,716.724356583,2362.94039739,6690.60216225,544.579208807,260.699681538,135686.509597,804161.091777,1969.15286633
"36",0,0,1209.75210544,0,0,0,0,0,0,0,821.187944941,828.172599789,1549.91936882,0,0,52050.9297161,308485.586349,0
"37",0,0,11468.1824067,0,0,0,522.850756856,16894.4401459,0,0,0,0,12539.705596,1108.06992091,0,175965.314925,1020088.1406,0
"38",0,0,22687.7859233,0,0,0,0,0,206.642414998,0,78601.0614356,2863.51508971,5398.16778231,0,315.927338993,220820.212622,1308715.38961,0
"39",0,0,7411.43057527,0,1255.71965961,0,43163.5339386,0,3107.28964771,0,41221.0902194,1774.24854484,74863.3430582,53646.9288213,195.137429646,86728.6371249,1068516.04474,0
"40",0,0,51750.4927549,0,57208.8185665,0,107412.708767,9692.3319942,34455.8053627,0,65763.5680494,0,48567.5033504,95667.0466873,0,359147.574471,2084592.01339,0
"41",0,0,31588.8389258,0,0,0,6862.12045368,0,289.649757087,0,29222.5228294,0,3951.66349027,22957.6043148,0,160951.420908,933051.128621,0
"42",221467.745137,0,14867.5316163,0,4729.51962957,0,55136.8645721,0,2774.14065618,0,36003.8241916,680.089519932,86116.2051892,20663.6467053,0,488780.280235,2896810.33954,1967.68444505
"43",0,0,74889.6427182,0,0,605898.256854,1490054.73637,0,1982.2364994,0,198944.949314,3465.47137375,320614.897954,14634.8316425,382.340276014,73020.8042523,432765.864697,0
"44",8205.0900308,0,76632.8334889,0,1194.79231946,0,259837.590969,7116488.0476,2671.93734781,0,299069.713257,0,1233943.76666,63640.8124051,0,29752.3149114,186283.026943,4896.47347055
"45",0,0,37022.9102437,0,0,0,0,0,1106.61904433,0,233563.566109,0,20533.1558785,0,0,15096.5232237,94870.1176699,112607.499364
"46",0,0,61094.3613451,0,50455.9607384,0,1421.18350943,21550.3216847,24264.9518159,0,40281.6573942,0,32242.7311747,16890.7706042,0,18347.1484884,108736.402779,0
"47",0,0,160723.884941,0,2947.90028349,0,50911.2309956,0,14665.3086456,0,84063.5815296,0,196783.988089,19666.5574346,0,26086.2088425,154602.799058,2524.21609031
"48",0,0,37867.3023064,0,0,0,27328.2915947,0,1752.18361476,0,36344.3334263,0,58173.573517,544.579208807,0,16752.8376631,99287.5435241,0
"49",0,0,258409.577578,0,39449.6315851,0,1004.09704471,1447.23261221,5681.99111041,0,94005.1899381,0,335330.449298,127481.732134,0,71158.4848294,421728.62295,7572.64827101
"50",0,0,154382.394007,0,0,0,0,0,0,0,82084.6358524,0,3186.00102962,0,0,29416.5155247,174340.229697,0
"51",0,0,28944.400729,0,0,0,2767.93744773,0,7318.47298074,0,58656.2932552,0,33781.6297854,63400.3816295,0,160318.276313,950143.979004,25493.2609333
"52",0,0,84533.8765486,0,0,0,6585.31711187,9612.1638222,5652.64016682,0,31175.3183119,0,18272.4750465,38925.8445139,0,325092.389954,1884592.37955,2010.0756778
"53",0,0,46854.2274699,0,3375.56906663,0,0,0,844.811791495,0,20423.7166089,0,6492.62332961,443.227968339,0,287664.46778,1676213.61768,0
"54",0,0,117476.801292,0,0,0,91638.4670415,6990.66459797,4426.0986029,0,17852.274602,1391.51690429,30868.2701351,18990.6137202,180.114241045,530390.575318,3088577.07756,4903.68461996
"55",0,0,215005.706817,0,26365.4676662,0,50677.4870462,11183.4599932,41922.3324343,0,120651.048008,3124.29538149,131025.407095,163677.470376,405.127947906,317009.927885,1837737.55634,144306.933045
"56",1028.97039148,0,18489.8981491,0,6278.59829803,0,1348.15826986,23535.3237916,5714.85580816,0,55155.8230374,0,34837.2848068,166116.247866,0,260198.344414,1542094.23823,1969.15286633
"57",0,0,9663.46530047,0,0,0,1387.47955267,18115.1213244,0,0,2580.45559397,0,1107.08526345,0,0,19872.2786228,117775.255036,0
"58",0,0,19424.0740508,0,0,0,2592.39600631,20288.9358833,0,0,4863.45485522,0,6489.22285184,3873.76037917,0,43617.3803589,258503.224335,0
"59",0,0,31655.9765856,0,0,0,766.765015957,0,263.817985156,0,10492.8947628,0,5237.86584368,30424.9351858,0,46678.3558158,276644.433581,0
"60",0,0,0,0,0,0,0,0,0,0,1545.14855161,0,1792.7471753,0,0,79013.2858669,458047.74588,0
"61",0,0,12553.2650198,0,0,0,0,0,0,0,3059.11458451,0,0,14396.8867455,0,100684.686367,583683.082917,0
"62",0,0,36818.6498075,0,1505.49522542,0,5081.82545575,41006.0199752,3802.99403285,0,3445.60200461,165.010162062,18814.673449,78748.1727462,0,294102.441404,1704940.61726,2011.57573428
"63",0,0,14619.3717832,0,2043.7848288,0,824.495424273,27912.5532843,699.986912959,0,8420.31847266,0,6091.53054368,1359.76725133,0,263924.84645,1529998.14767,9690.3648348
"64",0,0,13335.7680246,0,19476.0041167,0,1703.40518072,0,37910.1469107,0,16851.4633833,0,41267.4029027,120190.990562,0,56703.8591647,328717.817449,0
"65",16338.0808166,0,56595.7120844,0,0,0,84773.980747,0,8717.20611521,0,31518.3870671,1687.72785779,882875.77499,102956.241493,218.847976953,128407.010671,744387.999538,7738.7913596
"66",0,0,15374.0409575,0,0,0,1315.407334,0,4006.82163968,0,7477.03326048,174.243515884,2942.0526253,17500.4853021,0,202756.081041,1175396.83206,2011.57573428
"67",0,0,31298.5479583,0,0,0,572.533407959,0,1247.99710148,0,16362.4345368,0,12325.9305492,6979.33633409,0,317787.015414,1853647.8073,8680.82682649
"68",7819.87228103,0,116147.520164,0,3010.99045087,0,46611.7900975,583776.611651,8646.58163743,0,64096.3909788,0,72683.1631454,18657.6913553,0,200369.760413,1161563.09797,0
"69",15639.7445619,0,45769.8501198,3063.80560035,0,0,20369.8869525,84248.7319493,8283.62546034,0,50838.5389599,0,215824.95908,88787.9881744,0,86604.4950558,502054.728108,4023.1514686
"70",0,0,20120.2350078,0,1507.63980557,0,0,0,1599.33152913,0,15166.3048876,0,30241.7610871,5876.2803043,0,148546.707471,861139.79152,0
"71",0,0,12938.1576727,0,4664.46170271,0,292.1813053,0,0,0,2088.59915671,0,979.978680233,0,0,122643.697506,710977.509458,0
"72",0,0,7008.02861112,0,1507.63980557,0,9358.08221151,12233.6630464,930.633941749,0,2822.85156899,343.864507763,6912.76537719,0,0,103844.854074,610151.002243,0
"73",0,0,4725.42521063,0,2663.56847577,0,125145.866447,54356.024817,386.19967611,0,641.733448989,2014.63544287,33337.2660972,30219.7241039,261.23814274,156877.935581,909436.735789,0
"74",0,0,78468.2165796,1796.69323902,24467.5142832,0,2536.18104685,7864.49767272,16096.1230751,0,17564.7741086,0,84505.6993471,146929.068723,0,401878.049776,2335969.59452,2010.0756778
"75",0,0,71636.3387899,0,2043.7848288,0,6606.60967659,13956.2766418,1062.04910934,0,55499.4754706,0,12695.2745661,1453.02562477,0,328346.550463,1903470.38093,0
"76",0,0,368235.970212,0,1505.49522542,0,388410.685887,21621.3559868,3584.86273424,0,152415.604489,0,149934.974222,39028.127891,0,413396.426243,2446192.43687,0
"77",0,0,79816.0424137,0,0,0,13712.4117044,0,1792.43136716,0,15837.9331067,0,16387.6564399,12340.1886388,0,183681.921858,1089897.43478,2010.0756778
"78",0,0,45399.3365785,0,0,0,0,0,2340.44155569,0,3012.37787591,955.409136809,3942.13885947,0,123.888075819,180791.20171,1079736.15098,0
"79",0,0,200793.387036,0,0,0,3208.63147424,0,3669.59782832,0,135898.13262,0,63170.0318132,113190.254411,0,0,935525.421554,0
"80",0,0,152060.862757,0,0,939123.831012,35696.1246496,29362.3737331,168572.689886,0,102867.798441,0,63578.4193023,121333.220944,0,0,708460.046117,0
"81",0,0,103332.399883,0,490.040123859,0,2690.7310104,13892.6079253,3780.44967772,0,91796.560494,0,127654.853494,28843.5160633,0,0,1311111.5315,23822.1675019
"82",0,0,64343.9955652,0,0,0,675.128871712,7814.59195784,2166.50278033,0,67515.8682069,0,26678.6086549,20245.8714221,0,0,1756297.94899,183771.006448
"83",0,0,18606.0424199,0,0,0,6395.48957525,2963.33150695,6982.2970671,0,46959.6672161,0,67931.7601437,11718.7488248,0,0,1268399.63282,0
"84",0,0,3680.86903991,0,610.882090858,0,4939.3815871,2186.65187812,13973.8964218,0,230098.443421,5315.80338013,99350.689325,270300.668842,0,0,206164.688284,0
"85",0,0,51700.5753078,0,0,0,16325.8436251,0,3102.31291219,0,124178.707599,2975.09050762,34135.6061566,27404.8663624,0,0,560174.677138,0
"86",0,0,79851.4955014,0,0,0,10367.0974963,0,308.835948083,0,171529.599716,37098.0856014,18811.8666041,34533.6375698,0,0,1305627.54632,16735.3240702
"87",2613.80111224,0,102928.206028,0,0,0,21898.5476845,64253.3116533,3622.31078861,0,242874.467465,5858.22876709,67002.7703621,36734.9328055,0,237.287989499,1115517.08725,0
"88",0,0,183169.287056,0,13231.0833441,0,861.033923342,0,50589.5608446,0,140545.022786,149.876641305,24300.6773783,99787.6850349,0,1356.9221847,2458206.76073,0
"89",0,0,62392.948592,0,0,0,0,0,382.855921049,0,122550.771608,2796.52523294,852.630263469,0,642.59078831,115173.342826,1153631.53038,0
"90",0,0,129808.899786,0,0,0,11113.5486144,0,36650.182862,0,222205.244979,859.357479738,50148.8343525,19206.6320227,197.464765837,75140.8388663,1242783.18662,0
"91",0,0,161310.592023,0,0,0,3179.95483052,0,0,0,34209.927308,0,5307.95800572,6902.09320813,0,0,1765015.3955,45587.2627003
"92",136059.71838,0,172398.779554,823.341938882,3780.61299218,0,35710.4867193,22207.9980293,30330.6968562,0,167384.736978,2489.2417752,921606.591731,1699069.42467,571.982621935,48448.3018484,486616.843096,10166.1288429
"93",0,0,135832.311263,0,0,0,0,0,3270.68431763,0,76598.4049408,0,21243.4885487,118744.010509,0,0,940710.383106,2364.0453568
"94",0,0,82356.8992182,0,8820.72222941,0,25014.4586701,35599.8078077,48954.2186858,0,117790.744558,10542.0503341,122003.55782,1402.3812211,0,0,1241057.12307,9170.37892873
"95",8005.80135886,0,29848.5185615,0,43188.0293725,0,24044.906008,501543.857547,97499.1367169,0,48790.6893886,43088.31655,426502.388758,105333.740077,0,0,884834.71368,470356.815349
"96",0,0,37362.2102086,0,372982.067281,0,19998.5802669,32799.7781718,157553.775189,0,112239.775945,36818.3325276,623500.152693,338019.965482,0,0,601862.68975,11718309.9657
"97",0,0,38239.3284551,0,0,0,8080.19851201,30374.1479465,17986.9032891,0,76770.3802595,21742.5861374,265938.692407,82357.6580906,0,0,506447.237743,30681.4274626
"98",30866.0472644,0,69207.11193,0,0,0,17035.6629128,0,5352.53628085,0,138992.350519,16766.6512665,46766.6882236,382281.867175,0,0,893284.980777,0
"99",0,0,64185.5162474,0,0,0,57337.0317136,11287.7439391,3084.63856576,0,78698.041381,1492.21346432,47007.5897652,6198.88768206,0,0,2058756.22055,0
"100",0,0,71745.791581,0,2091.75536068,0,3086.84516425,0,151770.249002,0,48964.2816976,0,142409.405035,0,0,0,341253.147779,5720.34597752
"101",0,0,222209.421981,0,0,0,947.226855452,7171.33811358,1189.38141375,0,159191.420027,0,12222.729339,1334.68153507,0,168.442088255,1732492.61372,4674.69133652
"102",628.63882982,0,2604.04607552,0,0,0,7253.05135033,27968.2186425,1006.98081583,0,25016.5743948,0,8246.73038631,4226.49152776,0,2955.62137434,2019452.34338,0
"103",7257.24908297,0,229.032960769,0,3046.41817798,0,4750.61606051,15747.2469677,64240.4542208,0,0,0,33777.2373096,12824.1316296,0,411.370983065,1971220.29308,0
"104",0,0,4221.93646229,0,0,0,2656.54265628,11894.715922,11534.0217904,0,1615.40471644,0,30615.2981697,32897.9179699,0,0,1792749.24047,0
"105",0,0,70769.4938204,0,0,0,0,717.133811358,0,0,55169.9517551,0,212.86234704,9453.4909333,0,0,764704.999291,0
"106",0,0,98895.0992478,20338.6521493,0,0,0,0,62342.1499292,0,66998.3587253,123.634380965,81851.8330944,104036.714525,0,0,466707.573775,0
"107",0,0,121.015577191,0,4967.16546741,12990.7619273,8334.00435008,2864.62182759,69012.1836288,0,19601.1797931,0,148366.019062,46745.0566903,0,0,234880.42212,12446.5465929
"108",0,0,2713.68591914,0,0,0,4122.42679359,47775.0044691,11085.4233217,0,90363.1241507,326.733981494,14725.0658893,58977.6243342,0,0,1102200.73375,0
"109",0,0,14920.2500525,0,0,0,196.579025885,0,0,0,32015.7933475,1259.89360718,0,445.296336009,0,0,308866.490389,0
"110",0,0,19444.7262421,0,0,0,0,0,1214.87875964,0,44134.5072384,6977.81771525,14480.9374132,167724.592555,0,0,524481.342004,0
"111",4779.01227249,0,55854.1944402,0,80657.1941222,0,17216.2309778,29155.3583748,103248.88068,0,127593.995586,16936.3136162,327519.418107,564224.963155,0,0,496355.515981,0
"112",0,0,26018.3023859,0,9586.54892835,0,3214.64524685,6667.49589065,11570.1853078,0,88803.8332614,14215.2526093,70383.5157598,330959.953268,0,0,285223.003851,16735.3240702
"113",0,0,184879.802444,71164.9809246,7025.14404487,0,41787.7197151,0,40359.8351784,0,204432.351564,19279.6195349,412936.13802,151662.189532,0,0,1109014.21191,51585.5867402
"114",0,0,417201.469509,5175.76763043,17742.3116294,0,35358.9578679,13352.1246446,16035.5155231,0,143790.308887,554.977769419,43756.4951936,36072.9289158,0,0,1304944.17873,5838.73884416
"115",0,0,132271.859672,620.512197711,23425.6855228,0,10912.3698294,9487.66563003,76776.8311374,0,13461.2827774,0,199650.388348,43693.8744087,0,0,595551.982761,2494.85261577
"116",27150.0498432,0,44127.7445808,411.670969434,40620.96514,0,18724.4070223,368939.322094,28451.8668735,0,39339.7549088,481.630164702,803246.981622,233804.002368,110.669878337,9143.84711566,361346.400923,10167.6073376
"117",0,0,189063.396457,0,0,0,3318.15767937,58188.7369619,13345.8537961,0,274076.880707,0,148242.676954,86688.3527538,0,1538.75757241,1147183.88526,10589.3197002
"118",0,0,354257.713167,0,0,0,286.800952101,2923.26982211,199.176040998,0,234685.371641,0,9697.65900794,33271.8036935,0,0,1068557.89652,0
"119",0,0,53453.9337374,0,1018.50806621,0,63533.9582836,347394.526145,6975.77199141,0,132615.132357,0,109264.016732,34123.2792354,0,2546.94598689,778876.806092,2496.30395525
"120",0,0,57589.4582138,0,0,0,21131.5405963,8159.63172724,1663.48878686,0,109191.029729,0,11726.1756348,2241.7065471,0,0,3070335.16414,0
"121",0,0,333669.915061,0,0,0,20706.5642863,14093.9093471,505.316992902,0,120065.658437,6553.20809703,7951.34936249,3275.87512505,0,0,1768808.19826,0
"122",0,0,737966.973793,0,0,0,31163.7682322,20865.6858248,5788.09263583,0,346609.50405,35963.1106706,40284.6111149,38976.8662186,0,0,1930398.43347,13998.169563
"123",0,0,103157.575731,0,0,0,11461.5878466,0,468.432540861,0,84664.0864173,0,34440.5011039,0,0,0,251109.985263,0
"124",0,0,89851.4569494,0,0,0,9525.97170457,38253.7573449,8915.89416854,0,72281.6075216,0,9167.33475478,14449.1292058,0,0,212662.44799,0
"125",4779.01227249,0,56078.6827648,0,1832.64627256,0,5208.00993919,0,23670.6010084,0,75613.0289465,9563.57201779,128372.259891,191914.661159,0,0,155635.153421,3032.68206589
"126",0,0,13486.0136507,15125.6579665,610.882090858,0,54108.1545003,0,14941.3343317,0,31795.1024844,4365.29213634,55827.6943443,518085.160168,0,0,164434.02104,0
"127",0,0,99582.3799399,0,0,0,29142.7475897,5823.16568231,1975.10706642,0,58234.1345005,10319.1364982,23295.7451537,3134.38785842,0,0,3463619.14331,0
"128",0,0,132056.665276,0,1410.57854289,0,6638.54787772,0,22688.9075139,0,148357.374021,4003.85159164,47529.6256128,37544.2090944,0,0,517533.491646,0
"129",0,0,3932.96100078,0,0,0,1941.09831639,13593.9610537,3457.84623258,0,0,0,15260.4805018,18633.1850634,0,15254.5814716,2794144.74053,0
"130",0,0,9524.58739364,0,0,0,1483.63591665,0,217.344714844,0,261.93190979,0,3798.51485911,442.226287661,0,0,1160174.14644,0
"131",0,0,14093.3368019,0,1524.86576058,0,28797.1142025,16672.868517,21586.952447,0,626.338328898,0,138060.837624,252104.20553,0,0,2389642.19273,24073.2289708
"132",0,0,18051.4209339,0,154763.013837,0,1511.44809612,4279.29163904,88479.951607,0,1244.36333185,616.899403583,383591.923531,130334.45777,0,0,688201.108763,0
"133",0,0,205292.864203,0,223305.433949,0,30937.7026813,29006.2527142,308148.00187,0,93292.7747006,131.971618089,20633.1999924,22569.8069847,0,0,3586417.135,0
"134",0,0,11290.8776222,0,0,0,393.218543355,20796.8805296,0,0,31820.6318914,47110.8426004,1084.53847407,444.89384503,0,0,999618.001135,0
"135",0,0,43827.9755211,0,142225.298926,0,13865.3315924,0,255358.678525,0,63774.7475166,19991.6880114,419819.447876,121860.651649,0,0,66720.2802367,0
"136",0,0,32560.0142243,0,0,0,0,0,0,0,47082.0932977,14427.5171294,176973.049124,34933.2257595,0,0,45545.325824,49757.2409126
"137",0,0,52286.0321587,0,67860.4822682,0,70674.2672625,1878698.8283,8681.8367444,0,75559.5843539,22427.7619438,313825.878792,12032.264759,0,0,46612.2832714,4851.98226178
"138",0,0,12281.2235518,0,0,0,0,0,20573.4922952,0,17737.7654025,5240.53994161,60632.3787315,29719.311467,0,0,10312.678918,0
"139",0,0,12391.3386192,0,0,0,0,0,2236.2960883,0,17827.015894,5257.70888432,398193.212961,56310.777632,0,0,10518.1532214,0
"140",0,0,10790.9514004,0,7219.67051957,0,6638.54787772,5823.16568231,19792.0838162,0,13014.5860182,3506.21256782,68039.8599112,49914.673699,0,0,13224.1713279,0
"141",21862.6615255,0,12304.6524801,0,2821.15708587,0,0,0,4012.8131546,0,15792.319404,4404.85322532,7477.15113155,145933.233549,0,0,13537.4279028,0
"142",0,0,44205.8402814,0,867.709541848,0,0,0,13285.7796231,0,37057.6788443,0,3696.80636912,43894.7107531,0,0,110826.342462,0
"143",0,0,161947.251058,0,0,0,65620.522295,25962.4645866,0,0,201552.573687,12000.8773415,29404.0021824,122376.615054,0,0,260887.127751,0
"144",0,0,85200.9437211,0,2037.01613241,0,877.819918164,0,2339.39637042,0,71423.8026248,0,76950.7871976,135982.584402,0,0,213603.200629,17472.6763473
"145",0,0,114449.176811,0,0,0,17009.5026212,0,149.38203075,0,117265.12889,0,4569.43402268,16343.0890084,0,0,447453.138431,0
"146",0,0,448411.270832,7640.41888308,0,0,29849.3606297,0,23283.3103478,0,241825.951818,0,63250.2167935,135347.064631,0,0,1564064.07533,16061.9743446
"147",0,0,253007.13313,0,0,0,18799.9765808,0,149.38203075,0,79861.6767465,0,2816.09558709,574.53809886,0,0,1357688.2961,0
"148",0,0,410338.678783,0,0,0,35273.0336953,0,5296.60731249,0,241906.090237,0,32835.1192655,64894.5822472,0,0,3080098.22477,6883.70329051
"149",0,0,41078.3509389,0,0,0,286.800952101,0,248.970051245,0,102596.205515,0,1864.04230551,222.759508503,0,0,591152.07911,0
"150",0,0,31599.6775964,0,0,0,8459.10399855,11800.9952686,31670.1119448,0,19910.174735,1928.80217926,63033.3611147,169230.989446,0,0,1327673.24167,66209.6420769
"151",0,0,136431.392417,0,0,0,3906.02283516,10373.4555183,311.952625556,0,16164.4192259,2457.81926143,6984.69220201,9918.43240887,0,0,2766386.90049,6250.59460511
"152",0,0,96280.3148172,0,3449.56091036,0,3876.71357285,14695.7286513,26573.4661473,0,517.878086328,0,8626.28501533,19168.3274318,0,0,2549459.67454,6250.59460511
"153",0,0,132236.553992,0,0,0,4537.29925293,12966.8193982,0,0,344.680608119,0,3528.56436492,2581.1611825,0,0,1823373.74459,0
"154",0,0,281631.991353,0,0,0,203.95348157,0,1746.67248076,0,102724.616265,680.036076456,4371.25978077,25202.1839527,0,0,1454046.44817,2396.70739518
"155",0,0,139895.711901,0,0,0,0,0,275.468206662,0,104236.339054,12270.542462,12467.2736938,0,0,0,371124.164195,0
"156",0,0,102030.071121,0,0,0,0,0,0,0,73576.0596275,8643.20888738,17016.9522412,4424.87070647,0,0,275022.320738,0
"157",0,0,57134.3154397,0,0,0,0,0,23796.372045,0,36903.0267738,2592.628371,2961.75152494,0,0,0,10095.9935127,0
"158",0,0,41852.4508884,0,0,0,0,0,0,0,22732.8470342,404.925166627,0,0,0,0,5403.05997574,0
"159",0,0,153280.006476,0,24660.9022397,0,407.906963136,173962.711412,43683.1360606,0,51243.7921468,1926.10168608,143109.342646,0,0,0,252977.522472,884385.028825
"160",0,0,119944.505172,0,71995.6386231,0,0,0,71291.1718835,0,67583.8569713,1985.06496223,312417.55812,179050.63102,0,0,17151.2786497,23466.8124461
"161",12791.5483467,0,167335.511067,0,0,0,2646.46621454,715.660219747,8973.29570112,0,57327.2645986,5803.26647129,313564.74878,456782.028324,0,0,677406.820975,12978.0217517
"162",110871.45594,0,154738.216475,0,76698.5609208,0,1174.71484907,22549.1629895,52059.3942558,0,49236.2832698,0,531187.059251,46470.7833136,0,0,882210.255149,281671.767905
"163",19932.196586,0,28065.4540678,0,3812.16440159,0,21062.4511972,0,15176.7585496,0,1486.29453682,1534.10833947,22850.7717357,12851.956891,0,0,477551.688341,2601.72469781
"164",0,0,201223.64559,0,0,0,4831.10521933,9456.10060854,459.103053294,0,66397.9520954,12762.7689455,8253.47460345,812.303682172,0,0,1219099.80956,0
"165",0,0,16139.7101621,0,1629.13008613,0,280.998916351,0,15643.9021675,0,246.702123362,191.914368533,98976.0515194,0,0,0,1122119.75561,0
"166",0,0,57084.0456191,0,0,0,26542.4095869,33135.2800684,21265.3609462,796424.9781,870.953435432,678.724712324,63295.4251214,109826.702862,0,246.681383462,4310596.69123,0
"167",0,26534549.27,31086.3788321,0,0,0,162776.05486,3570.94805491,637.282240809,0,1581.40958838,385.908857242,21866.0073554,2162.21260118,2725.6317557,141635.87635,2112319.08004,0
"168",0,0,34051.5629138,0,0,0,0,724.907326834,902.816507813,0,905.893921627,371.334544546,3116.9769675,271.988734444,0,0,1755709.35106,0
"169",0,0,45411.9349545,0,0,0,1966.99241448,0,341.260706117,0,1031.44498137,489.274380749,6181.97223144,16556.0912386,0,0,1980326.21385,0
"170",0,0,311896.478629,0,0,0,1611.7459671,3583.18948827,1000.44700784,0,85739.1501715,0,15082.3778286,1076.2536796,0,0,2567014.78544,0
"171",0,0,57307.9369425,0,0,0,1125.12266547,0,0,0,23416.5186843,0,1792.26850232,0,0,0,1569475.28389,0
"172",0,0,138321.534324,2737.19003925,695.372380772,105661.40181,32656.452903,2862.64087901,52160.6138272,0,77846.4225089,0,395076.77384,116300.167416,0,0,1071783.83068,0
"173",0,0,35072.4313125,0,0,0,0,0,0,0,25777.4727632,0,18707.6945497,430.501471846,0,0,431910.607426,0
"174",0,0,11165.3728178,0,0,0,1275.96555728,10749.5684646,0,0,50863.6060771,13129.9571809,477.122672976,3444.01177482,0,0,521471.241367,0
"175",0,0,772419.013251,0,4739.33409029,0,2797.82569161,3636.96177253,84446.0419295,0,90819.3033198,40609.6728698,31633.1651975,10018.4120802,0,0,1732278.20944,462526.050092
"176",0,0,49078.7150838,0,0,0,0,0,842.72866186,0,45068.8886084,0,1011.73935861,3124.82019802,0,0,194724.01796,0
"177",0,0,71877.9686594,0,0,0,30478.2984019,0,2773.0466137,0,57894.5538724,0,37252.7889359,17243.2904037,0,0,123292.444022,0
"178",0,0,90912.4704661,0,3793.98495995,0,0,5922.13485648,8098.76527582,0,21547.0147679,335.43160228,4428.98349938,26427.8339801,0,0,619396.426743,0
"179",0,0,167922.414853,0,0,0,0,21690.6148979,1652.80923999,0,28018.5334052,0,922.52997534,9125.80635522,0,0,1063026.62124,0
"180",0,0,65107.4432701,0,632.330826659,0,1532.20053026,19246.9382831,2242.51525276,0,1530.24285259,0,7238.55431166,37558.5375051,0,0,2022675.63535,0
"181",0,0,110239.375174,0,7327.05524683,0,2573.57868182,16963.9306985,12520.6924115,67987.498,3218.84610307,17072.1602202,13424.903109,10798.3959668,0,0,4852587.64025,5122.96011955
"182",0,0,452141.440709,0,632.330826659,0,1328.24704873,0,2805.69469747,0,114567.221935,18586.1569942,9047.93050898,70465.0870461,0,0,3371103.20125,0
