Azone,CNST_offc_off,RET_stor_off,SERV_site_li,ENGY_offc_off,MFG_food_hi,FIRE_real_off,SERV_bus_off,HLTH_care_inst,CNST_res_xxx,MFG_hvtw_li,WHSL_offc_off,HOSP_acc_acc,SERV_stor_ret,UTL_othr_off_li,HOSP_eat_ret_acc,RET_auto_ret,MFG_lvtw_hi,FIRE_fnin_off,MFG_htec_hi,INFO_info_off,MFG_hvtw_hi,MFG_wdppr_hi,CNST_othr_xxx,K12_k12_off,ENGY_elec_hi,SERV_tech_off,CNST_main_xxx,GOV_offc_off,no_industry,MFG_htec_li,RES_offc_off,TRNS_trns_off,RES_agmin_ag,K12_k12_k12,CNST_nres_xxx,ENT_ent_ret,GOV_admn_gov,HLTH_othr_off_li,MFG_offc_off,ENGY_ngas_hi,HLTH_hosp_hosp,RES_forst_log,HIED_hied_off_inst,MFG_food_li,RET_stor_ret,INFO_info_off_li,ENGY_ptrl_hi,RET_nstor_off,SERV_home_xxx,SERV_nonp_off_inst,WHSL_whsl_ware,UTL_othr_off,TRNS_trns_ware,Total
1196.0,2.0,0.0,2.0,0.0,1.0,7.0,9.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,9.0,4.0,0.0,2.0,0.0,4.0,1.0,5.0,4.0,2.0,0.0,5.0,1.0,3.0,0.0,0.0,3.0,3.0,8.0,1.0,4.0,2.0,7.0,5.0,3.0,0.0,2.0,1.0,1.0,2.0,9.0,1.0,1.0,2.0,2.0,3.0,6.0,0.0,8.0,143.0
1197.0,1.0,0.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,6.0,4.0,2.0,5.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,1.0,2.0,5.0,1.0,0.0,5.0,0.0,3.0,3.0,0.0,4.0,0.0,3.0,2.0,4.0,0.0,0.0,2.0,1.0,3.0,2.0,1.0,3.0,99.0
1198.0,49.0,23.0,51.0,18.0,17.0,90.0,101.0,45.0,30.0,23.0,20.0,20.0,40.0,21.0,123.0,69.0,9.0,94.0,5.0,38.0,28.0,36.0,56.0,28.0,4.0,124.0,31.0,73.0,11.0,6.0,34.0,29.0,83.0,52.0,39.0,64.0,76.0,103.0,108.0,0.0,62.0,8.0,31.0,11.0,134.0,12.0,9.0,30.0,31.0,70.0,50.0,10.0,62.0,2391.0
1199.0,38.0,34.0,49.0,15.0,15.0,81.0,97.0,29.0,26.0,21.0,14.0,11.0,51.0,19.0,125.0,81.0,8.0,81.0,5.0,21.0,22.0,24.0,45.0,32.0,4.0,135.0,28.0,78.0,9.0,4.0,35.0,23.0,81.0,33.0,26.0,42.0,67.0,71.0,83.0,3.0,45.0,11.0,23.0,18.0,135.0,7.0,4.0,27.0,32.0,70.0,63.0,10.0,70.0,2181.0
1200.0,4.0,3.0,10.0,0.0,3.0,7.0,9.0,4.0,2.0,3.0,1.0,1.0,4.0,3.0,15.0,13.0,0.0,10.0,0.0,3.0,2.0,5.0,6.0,2.0,2.0,13.0,1.0,4.0,1.0,0.0,3.0,1.0,8.0,8.0,2.0,3.0,10.0,10.0,8.0,0.0,8.0,3.0,2.0,2.0,25.0,3.0,1.0,5.0,8.0,9.0,6.0,2.0,10.0,268.0
1201.0,6.0,3.0,12.0,0.0,1.0,5.0,9.0,4.0,3.0,3.0,1.0,2.0,3.0,1.0,16.0,6.0,1.0,5.0,1.0,0.0,2.0,4.0,5.0,4.0,0.0,9.0,1.0,8.0,2.0,0.0,2.0,4.0,9.0,3.0,9.0,8.0,7.0,9.0,12.0,1.0,5.0,2.0,1.0,0.0,16.0,1.0,0.0,3.0,3.0,7.0,8.0,3.0,19.0,249.0
1202.0,3.0,2.0,15.0,2.0,1.0,6.0,19.0,7.0,2.0,9.0,1.0,1.0,7.0,5.0,14.0,7.0,4.0,8.0,3.0,4.0,7.0,5.0,8.0,1.0,0.0,15.0,4.0,1.0,2.0,1.0,3.0,0.0,16.0,9.0,5.0,7.0,21.0,7.0,10.0,0.0,6.0,2.0,5.0,6.0,18.0,4.0,2.0,4.0,4.0,9.0,19.0,1.0,18.0,340.0
1203.0,5.0,0.0,9.0,0.0,1.0,3.0,8.0,3.0,5.0,7.0,0.0,0.0,4.0,1.0,7.0,9.0,2.0,2.0,0.0,1.0,6.0,4.0,6.0,3.0,0.0,4.0,1.0,0.0,1.0,0.0,2.0,1.0,4.0,2.0,1.0,2.0,6.0,7.0,6.0,0.0,1.0,0.0,3.0,1.0,7.0,2.0,2.0,1.0,4.0,1.0,8.0,0.0,11.0,164.0
1204.0,4.0,4.0,26.0,2.0,1.0,21.0,25.0,1.0,15.0,11.0,4.0,7.0,8.0,8.0,11.0,24.0,3.0,10.0,4.0,2.0,7.0,13.0,32.0,2.0,3.0,16.0,13.0,7.0,4.0,2.0,5.0,2.0,43.0,13.0,14.0,9.0,41.0,15.0,10.0,1.0,7.0,2.0,8.0,11.0,28.0,2.0,3.0,3.0,7.0,4.0,22.0,1.0,36.0,577.0
1205.0,3.0,2.0,7.0,0.0,3.0,8.0,13.0,4.0,5.0,5.0,1.0,1.0,2.0,6.0,4.0,8.0,2.0,2.0,1.0,0.0,8.0,2.0,11.0,1.0,1.0,8.0,5.0,3.0,0.0,0.0,0.0,0.0,10.0,4.0,1.0,9.0,16.0,5.0,8.0,1.0,4.0,1.0,3.0,4.0,7.0,1.0,1.0,1.0,7.0,1.0,9.0,0.0,15.0,224.0
1206.0,9.0,5.0,4.0,3.0,5.0,16.0,21.0,6.0,4.0,6.0,4.0,2.0,9.0,2.0,24.0,12.0,2.0,14.0,1.0,3.0,5.0,6.0,7.0,7.0,1.0,21.0,2.0,17.0,0.0,1.0,11.0,8.0,13.0,11.0,9.0,8.0,16.0,11.0,21.0,1.0,6.0,2.0,6.0,1.0,26.0,1.0,1.0,2.0,1.0,7.0,12.0,0.0,13.0,406.0
1207.0,17.0,3.0,10.0,5.0,5.0,26.0,24.0,7.0,11.0,3.0,2.0,5.0,14.0,8.0,33.0,27.0,4.0,24.0,0.0,3.0,8.0,6.0,11.0,6.0,2.0,26.0,8.0,17.0,3.0,2.0,11.0,8.0,32.0,10.0,18.0,18.0,27.0,25.0,17.0,1.0,7.0,2.0,10.0,5.0,44.0,5.0,5.0,9.0,8.0,18.0,19.0,3.0,24.0,646.0
1208.0,3.0,1.0,2.0,2.0,4.0,8.0,15.0,1.0,3.0,1.0,1.0,0.0,8.0,0.0,14.0,12.0,1.0,14.0,0.0,1.0,2.0,4.0,6.0,1.0,0.0,12.0,1.0,4.0,4.0,1.0,3.0,3.0,7.0,1.0,6.0,4.0,8.0,6.0,8.0,0.0,2.0,0.0,3.0,3.0,16.0,0.0,4.0,5.0,3.0,5.0,9.0,0.0,7.0,229.0
1209.0,12.0,4.0,11.0,2.0,1.0,23.0,16.0,7.0,7.0,10.0,3.0,3.0,12.0,5.0,24.0,21.0,1.0,16.0,0.0,10.0,11.0,6.0,15.0,3.0,0.0,21.0,4.0,17.0,0.0,1.0,4.0,4.0,18.0,87.0,9.0,13.0,21.0,9.0,20.0,0.0,6.0,4.0,20.0,1.0,36.0,4.0,4.0,2.0,7.0,10.0,19.0,7.0,14.0,585.0
1210.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,50.0
1211.0,3.0,4.0,24.0,1.0,7.0,9.0,19.0,4.0,5.0,8.0,1.0,8.0,7.0,6.0,6.0,36.0,2.0,5.0,4.0,3.0,9.0,12.0,19.0,1.0,1.0,19.0,8.0,10.0,2.0,1.0,3.0,1.0,40.0,6.0,13.0,15.0,30.0,9.0,6.0,0.0,7.0,7.0,4.0,6.0,22.0,3.0,2.0,6.0,5.0,15.0,17.0,0.0,38.0,499.0
1212.0,60.0,37.0,27.0,21.0,5.0,56.0,81.0,34.0,14.0,5.0,24.0,19.0,46.0,7.0,106.0,39.0,6.0,79.0,0.0,25.0,6.0,10.0,19.0,33.0,4.0,106.0,9.0,68.0,4.0,3.0,31.0,30.0,28.0,37.0,19.0,30.0,24.0,96.0,102.0,1.0,42.0,2.0,31.0,3.0,105.0,3.0,3.0,22.0,19.0,62.0,52.0,9.0,35.0,1739.0
1213.0,1.0,0.0,2.0,2.0,1.0,3.0,8.0,0.0,1.0,1.0,0.0,2.0,4.0,0.0,9.0,4.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,4.0,0.0,1.0,2.0,1.0,6.0,6.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,89.0
1214.0,1.0,2.0,3.0,0.0,0.0,7.0,6.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,8.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,6.0,0.0,0.0,1.0,0.0,1.0,14.0,0.0,1.0,0.0,2.0,2.0,3.0,0.0,3.0,103.0
1215.0,4.0,3.0,4.0,1.0,0.0,10.0,12.0,2.0,2.0,1.0,1.0,1.0,3.0,0.0,8.0,3.0,1.0,7.0,0.0,3.0,0.0,2.0,2.0,2.0,0.0,6.0,0.0,5.0,0.0,1.0,4.0,5.0,2.0,16.0,1.0,0.0,3.0,6.0,10.0,0.0,2.0,0.0,6.0,0.0,7.0,1.0,0.0,2.0,3.0,4.0,4.0,2.0,3.0,165.0
1216.0,1.0,2.0,2.0,1.0,1.0,2.0,6.0,0.0,4.0,2.0,0.0,2.0,1.0,1.0,8.0,5.0,0.0,5.0,0.0,1.0,1.0,0.0,6.0,0.0,2.0,7.0,1.0,3.0,0.0,0.0,2.0,1.0,3.0,35.0,3.0,2.0,4.0,4.0,6.0,1.0,5.0,0.0,13.0,1.0,7.0,0.0,1.0,3.0,5.0,4.0,2.0,2.0,13.0,181.0
1217.0,6.0,2.0,5.0,3.0,1.0,10.0,6.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,8.0,5.0,1.0,13.0,0.0,4.0,3.0,1.0,2.0,2.0,0.0,19.0,0.0,14.0,2.0,0.0,8.0,1.0,5.0,44.0,4.0,5.0,6.0,8.0,12.0,1.0,11.0,0.0,13.0,1.0,12.0,2.0,1.0,1.0,7.0,9.0,5.0,0.0,5.0,283.0
1218.0,0.0,1.0,3.0,1.0,1.0,2.0,6.0,1.0,1.0,3.0,0.0,1.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,3.0,4.0,2.0,0.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,3.0,2.0,5.0,0.0,3.0,70.0
1219.0,4.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,3.0,0.0,4.0,1.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,62.0
1220.0,0.0,3.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,3.0,1.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,54.0
1221.0,6.0,10.0,5.0,4.0,2.0,17.0,28.0,7.0,7.0,5.0,2.0,3.0,12.0,6.0,30.0,20.0,3.0,10.0,0.0,7.0,8.0,10.0,11.0,7.0,2.0,28.0,6.0,11.0,6.0,1.0,9.0,9.0,18.0,9.0,11.0,14.0,21.0,33.0,23.0,0.0,19.0,3.0,8.0,4.0,34.0,2.0,1.0,10.0,11.0,17.0,21.0,2.0,22.0,575.0
1222.0,1.0,3.0,1.0,2.0,1.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0,3.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,4.0,5.0,1.0,2.0,85.0
1223.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,48.0
1224.0,7.0,10.0,4.0,0.0,1.0,15.0,9.0,10.0,1.0,1.0,3.0,5.0,4.0,2.0,25.0,12.0,2.0,14.0,0.0,7.0,0.0,1.0,2.0,3.0,0.0,16.0,3.0,10.0,1.0,0.0,9.0,5.0,5.0,4.0,1.0,3.0,4.0,8.0,15.0,0.0,4.0,0.0,3.0,0.0,22.0,1.0,1.0,1.0,5.0,10.0,6.0,1.0,4.0,280.0
1225.0,4.0,5.0,3.0,2.0,3.0,14.0,12.0,6.0,2.0,2.0,3.0,1.0,5.0,1.0,14.0,4.0,2.0,12.0,1.0,1.0,0.0,4.0,5.0,3.0,2.0,22.0,1.0,14.0,1.0,1.0,7.0,2.0,4.0,4.0,2.0,5.0,10.0,15.0,5.0,0.0,7.0,1.0,4.0,4.0,20.0,0.0,0.0,4.0,3.0,6.0,7.0,0.0,11.0,271.0
1226.0,12.0,11.0,21.0,4.0,6.0,25.0,33.0,20.0,6.0,7.0,7.0,11.0,15.0,3.0,57.0,31.0,1.0,22.0,1.0,10.0,5.0,4.0,19.0,14.0,1.0,41.0,1.0,28.0,4.0,1.0,12.0,15.0,25.0,12.0,10.0,15.0,20.0,29.0,29.0,0.0,11.0,2.0,9.0,6.0,76.0,3.0,2.0,10.0,19.0,23.0,20.0,2.0,17.0,788.0
1227.0,10.0,5.0,15.0,6.0,0.0,19.0,14.0,9.0,3.0,4.0,3.0,6.0,7.0,7.0,12.0,17.0,4.0,15.0,0.0,8.0,4.0,2.0,9.0,4.0,3.0,28.0,8.0,20.0,3.0,1.0,6.0,4.0,29.0,12.0,8.0,7.0,12.0,22.0,14.0,0.0,10.0,1.0,4.0,5.0,25.0,3.0,2.0,6.0,4.0,15.0,16.0,3.0,14.0,468.0
1228.0,1.0,1.0,3.0,2.0,3.0,1.0,4.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,15.0,2.0,0.0,4.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,7.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,0.0,3.0,7.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0,6.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,101.0
1229.0,3.0,2.0,2.0,0.0,0.0,6.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,3.0,10.0,7.0,0.0,6.0,0.0,7.0,1.0,1.0,2.0,2.0,0.0,12.0,1.0,6.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,7.0,4.0,3.0,7.0,0.0,3.0,1.0,3.0,1.0,6.0,0.0,0.0,2.0,3.0,2.0,2.0,0.0,5.0,139.0
1230.0,13.0,6.0,11.0,7.0,1.0,18.0,20.0,4.0,2.0,3.0,5.0,6.0,14.0,4.0,35.0,21.0,3.0,23.0,0.0,5.0,9.0,1.0,6.0,6.0,0.0,27.0,3.0,17.0,2.0,2.0,12.0,5.0,16.0,7.0,7.0,17.0,11.0,16.0,20.0,0.0,5.0,0.0,5.0,1.0,54.0,2.0,0.0,5.0,9.0,22.0,24.0,4.0,20.0,536.0
1231.0,10.0,9.0,10.0,8.0,0.0,16.0,32.0,17.0,3.0,4.0,6.0,3.0,15.0,1.0,44.0,24.0,0.0,25.0,0.0,7.0,3.0,2.0,3.0,8.0,0.0,26.0,2.0,22.0,3.0,0.0,12.0,13.0,9.0,5.0,6.0,14.0,13.0,20.0,34.0,1.0,12.0,1.0,9.0,3.0,73.0,3.0,0.0,10.0,13.0,21.0,13.0,7.0,16.0,611.0
1232.0,30.0,10.0,9.0,7.0,1.0,30.0,46.0,12.0,6.0,6.0,9.0,6.0,20.0,4.0,62.0,32.0,3.0,29.0,1.0,16.0,5.0,2.0,11.0,12.0,0.0,34.0,4.0,22.0,5.0,0.0,10.0,17.0,7.0,6.0,8.0,12.0,17.0,22.0,33.0,0.0,22.0,1.0,8.0,4.0,75.0,3.0,1.0,13.0,12.0,32.0,17.0,5.0,16.0,775.0
1233.0,8.0,6.0,5.0,4.0,1.0,8.0,17.0,4.0,1.0,5.0,6.0,1.0,4.0,4.0,38.0,14.0,0.0,9.0,0.0,7.0,3.0,0.0,8.0,4.0,0.0,17.0,1.0,11.0,0.0,0.0,6.0,4.0,7.0,9.0,4.0,7.0,7.0,13.0,21.0,0.0,3.0,1.0,10.0,2.0,37.0,0.0,0.0,6.0,5.0,14.0,9.0,3.0,8.0,362.0
1234.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,2.0,2.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,5.0,0.0,0.0,44.0
1235.0,2.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,2.0,4.0,2.0,2.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,2.0,1.0,0.0,1.0,4.0,0.0,1.0,58.0
1236.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,6.0,0.0,4.0,0.0,0.0,5.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,59.0
1237.0,3.0,2.0,0.0,0.0,1.0,2.0,5.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,3.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,3.0,0.0,4.0,2.0,0.0,0.0,5.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,5.0,0.0,0.0,4.0,2.0,4.0,6.0,0.0,2.0,87.0
1238.0,2.0,0.0,0.0,0.0,0.0,7.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,4.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,0.0,5.0,1.0,0.0,1.0,6.0,1.0,1.0,0.0,0.0,4.0,4.0,8.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,4.0,0.0,4.0,2.0,0.0,1.0,83.0
1239.0,3.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,0.0,2.0,1.0,1.0,6.0,0.0,2.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,2.0,63.0
1240.0,5.0,1.0,6.0,3.0,3.0,10.0,9.0,5.0,6.0,2.0,2.0,5.0,7.0,1.0,9.0,6.0,0.0,10.0,0.0,2.0,0.0,1.0,4.0,2.0,1.0,14.0,2.0,7.0,2.0,2.0,1.0,0.0,11.0,7.0,4.0,3.0,7.0,3.0,9.0,0.0,1.0,0.0,5.0,0.0,6.0,0.0,2.0,8.0,3.0,8.0,10.0,0.0,4.0,219.0
1241.0,3.0,4.0,7.0,2.0,3.0,11.0,17.0,0.0,1.0,2.0,3.0,1.0,2.0,1.0,14.0,9.0,0.0,15.0,0.0,3.0,5.0,1.0,8.0,4.0,0.0,12.0,5.0,6.0,1.0,0.0,1.0,7.0,9.0,32.0,5.0,10.0,9.0,17.0,19.0,0.0,6.0,1.0,7.0,4.0,13.0,1.0,0.0,4.0,3.0,12.0,5.0,1.0,9.0,315.0
1242.0,1.0,2.0,3.0,1.0,0.0,5.0,6.0,2.0,0.0,2.0,0.0,0.0,3.0,1.0,9.0,6.0,1.0,7.0,0.0,1.0,3.0,2.0,0.0,2.0,1.0,6.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,4.0,9.0,0.0,4.0,0.0,5.0,0.0,16.0,0.0,0.0,0.0,4.0,5.0,4.0,1.0,0.0,128.0
1243.0,1.0,7.0,1.0,1.0,5.0,9.0,15.0,1.0,5.0,2.0,2.0,3.0,2.0,2.0,11.0,8.0,2.0,4.0,1.0,4.0,0.0,3.0,6.0,2.0,1.0,10.0,5.0,16.0,3.0,1.0,3.0,3.0,5.0,5.0,9.0,4.0,5.0,11.0,9.0,0.0,5.0,1.0,2.0,1.0,17.0,2.0,0.0,5.0,4.0,11.0,7.0,0.0,9.0,251.0
1244.0,19.0,11.0,13.0,7.0,3.0,26.0,38.0,14.0,6.0,3.0,11.0,18.0,43.0,4.0,48.0,36.0,5.0,37.0,1.0,7.0,5.0,3.0,8.0,17.0,2.0,39.0,4.0,40.0,1.0,1.0,12.0,17.0,17.0,14.0,11.0,14.0,22.0,32.0,43.0,0.0,15.0,3.0,11.0,4.0,95.0,4.0,3.0,10.0,13.0,30.0,22.0,6.0,18.0,886.0
1290.0,49.0,19.0,10.0,17.0,6.0,59.0,76.0,26.0,15.0,9.0,17.0,15.0,47.0,8.0,132.0,48.0,4.0,63.0,2.0,25.0,8.0,12.0,10.0,25.0,1.0,94.0,4.0,69.0,4.0,4.0,32.0,37.0,15.0,23.0,13.0,31.0,20.0,72.0,87.0,1.0,43.0,1.0,13.0,3.0,152.0,1.0,1.0,32.0,25.0,66.0,36.0,10.0,27.0,1619.0
1291.0,6.0,3.0,2.0,1.0,1.0,7.0,11.0,4.0,0.0,1.0,1.0,1.0,2.0,1.0,14.0,7.0,0.0,7.0,0.0,3.0,1.0,3.0,0.0,3.0,0.0,13.0,1.0,8.0,0.0,0.0,6.0,4.0,3.0,6.0,3.0,2.0,4.0,9.0,6.0,0.0,10.0,0.0,1.0,1.0,13.0,1.0,0.0,3.0,2.0,6.0,7.0,1.0,1.0,190.0
1292.0,14.0,6.0,14.0,6.0,7.0,19.0,38.0,9.0,12.0,8.0,6.0,10.0,16.0,4.0,40.0,18.0,6.0,26.0,0.0,9.0,11.0,15.0,12.0,8.0,0.0,31.0,4.0,21.0,2.0,2.0,9.0,9.0,41.0,24.0,8.0,12.0,23.0,20.0,25.0,1.0,12.0,4.0,4.0,1.0,56.0,4.0,7.0,12.0,7.0,15.0,14.0,8.0,25.0,715.0
1301.0,4.0,5.0,2.0,0.0,1.0,9.0,15.0,3.0,0.0,1.0,0.0,1.0,4.0,2.0,14.0,3.0,2.0,8.0,0.0,3.0,0.0,1.0,2.0,5.0,0.0,7.0,3.0,1.0,2.0,0.0,2.0,1.0,6.0,5.0,3.0,4.0,5.0,6.0,5.0,0.0,5.0,0.0,3.0,0.0,10.0,1.0,1.0,1.0,3.0,8.0,7.0,1.0,4.0,179.0
1302.0,41.0,20.0,51.0,11.0,13.0,64.0,91.0,12.0,33.0,19.0,9.0,18.0,30.0,23.0,77.0,69.0,16.0,48.0,4.0,17.0,26.0,40.0,50.0,14.0,6.0,80.0,25.0,43.0,6.0,6.0,24.0,15.0,105.0,33.0,32.0,30.0,88.0,51.0,59.0,1.0,35.0,10.0,18.0,15.0,104.0,9.0,14.0,25.0,20.0,39.0,45.0,7.0,87.0,1828.0
1303.0,46.0,23.0,41.0,16.0,13.0,52.0,84.0,23.0,16.0,15.0,11.0,17.0,44.0,19.0,110.0,62.0,8.0,49.0,7.0,32.0,23.0,16.0,50.0,25.0,5.0,81.0,19.0,66.0,6.0,3.0,26.0,30.0,82.0,34.0,34.0,33.0,78.0,63.0,70.0,1.0,36.0,8.0,17.0,10.0,158.0,8.0,6.0,31.0,24.0,49.0,55.0,15.0,61.0,1911.0
1304.0,23.0,15.0,10.0,14.0,2.0,31.0,34.0,10.0,2.0,3.0,13.0,10.0,22.0,2.0,58.0,21.0,1.0,28.0,0.0,13.0,3.0,3.0,4.0,9.0,1.0,59.0,2.0,40.0,3.0,0.0,15.0,19.0,6.0,14.0,3.0,16.0,9.0,44.0,56.0,0.0,16.0,1.0,9.0,0.0,54.0,1.0,3.0,11.0,10.0,35.0,15.0,9.0,5.0,787.0
1305.0,275.0,167.0,102.0,71.0,33.0,345.0,423.0,153.0,62.0,58.0,110.0,77.0,116.0,30.0,479.0,200.0,23.0,401.0,4.0,140.0,49.0,63.0,104.0,134.0,12.0,589.0,58.0,382.0,52.0,7.0,215.0,128.0,189.0,373.0,74.0,180.0,158.0,333.0,512.0,0.0,169.0,17.0,178.0,24.0,317.0,23.0,12.0,96.0,126.0,312.0,258.0,42.0,141.0,8596.0
1306.0,26.0,34.0,21.0,13.0,4.0,50.0,57.0,20.0,12.0,11.0,10.0,12.0,11.0,12.0,48.0,33.0,5.0,66.0,2.0,9.0,9.0,5.0,33.0,16.0,3.0,95.0,7.0,48.0,5.0,0.0,21.0,13.0,39.0,20.0,19.0,27.0,38.0,36.0,83.0,0.0,27.0,2.0,19.0,7.0,47.0,3.0,3.0,17.0,6.0,39.0,37.0,9.0,22.0,1211.0
1307.0,70.0,44.0,33.0,24.0,12.0,106.0,138.0,61.0,14.0,10.0,19.0,27.0,107.0,8.0,250.0,96.0,2.0,109.0,0.0,48.0,19.0,16.0,34.0,36.0,2.0,169.0,8.0,127.0,11.0,2.0,57.0,52.0,55.0,34.0,34.0,63.0,43.0,91.0,152.0,0.0,45.0,4.0,33.0,9.0,322.0,8.0,4.0,62.0,56.0,123.0,87.0,15.0,38.0,2989.0
1308.0,32.0,16.0,12.0,7.0,3.0,27.0,19.0,13.0,0.0,2.0,6.0,3.0,16.0,1.0,29.0,13.0,1.0,34.0,0.0,8.0,1.0,1.0,3.0,3.0,1.0,56.0,4.0,21.0,3.0,0.0,15.0,14.0,5.0,3.0,6.0,14.0,8.0,28.0,33.0,0.0,8.0,1.0,8.0,1.0,38.0,2.0,2.0,9.0,4.0,31.0,19.0,7.0,9.0,600.0
